	t10	t10	t10	t20	t20	t20	t30	t30	t30	t40	t40	t40	t50	t50	t50	t90	t90	t90
eco_gcs1_t06092	42.95199018	40.86049492	37.82865309	37.80312037	37.78290988	39.72379064	38.2991469	31.69079081	24.45777309	43.13847343	38.52849365	27.43585971	40.28816082	24.15246413	31.79256418	28.94571032	25.15414741	26.94863061
eco_gcs1_t06575	543.7478763	468.1207908	531.7337152	416.3803574	392.2052979	317.0369282	377.6131046	360.0837814	343.7671992	369.6450454	360.4846797	348.4045805	393.8971883	343.6539797	347.8365565	449.483151	422.4985768	485.2649683
eco_gcs1_t03358	849.4308909	782.0274124	1137.885886	665.0131136	635.5478336	740.9723536	457.7560243	560.242572	847.6884872	553.2473071	626.6119849	775.5297378	582.2944099	573.6437186	881.9439472	771.6042735	955.4927538	1311.039597
eco_gcs1_t04562	1062.702799	981.5609608	1283.104007	476.4812064	447.3213141	424.9296119	303.0331833	336.4458543	318.8639929	262.8484478	300.2095153	309.6983509	299.6543338	252.9490462	324.1431138	1136.173661	1339.63833	1656.783631
eco_gcs1_t07908	257.1540276	235.8624021	249.4199818	219.9929685	231.0115754	189.241497	209.2737542	162.526038	156.4833259	170.6959773	173.2466174	168.3129662	207.2410734	126.0679251	163.6537554	156.7497001	151.524078	154.2565813
eco_gcs1_t00584	190.2811876	174.5502188	205.4975719	111.9005115	125.7707396	106.3517533	82.51415522	95.10361215	89.53796028	81.58629322	81.41979156	75.46728856	80.87187109	71.46189828	72.39041754	84.64596605	94.49891409	111.2785191
eco_gcs1_t01988	27.24243234	30.8159216	21.30164987	22.83476246	30.20631535	19.67198603	25.96520996	27.73589334	18.11278879	18.25348401	17.55136893	12.40843962	16.02563913	17.36558054	24.20458782	10.97225372	12.39026368	9.38205904
eco_gcs1_t07299	2053.223424	1723.975154	3675.906944	2098.888248	1944.746763	2801.777168	2064.602435	3938.159817	3490.170565	1904.581718	3880.669785	3419.142844	1826.653427	3400.207793	3183.91294	781.71102	1928.10064	1744.54714
eco_gcs1_t02274	1540.967922	1280.480035	1437.979775	1399.401194	1442.536135	922.0534664	1123.012085	1379.412729	965.170392	978.7793652	1130.235143	1070.157519	1374.511818	1373.47114	1315.916977	628.1774785	935.1934407	864.1040324
eco_gcs1_t11196	41.30796272	57.00097659	36.43069565	78.05116465	57.58755769	52.2034047	80.31931419	99.61617499	95.3779015	89.22292254	94.41122192	84.06419974	81.81038685	111.7604961	92.31612007	95.32916702	88.64734622	61.73756838
