	t10	t10	t10	t20	t20	t20	t30	t30	t30	t40	t40	t40	t50	t50	t50	t90	t90	t90
eco_gcs1_t00625	6.969329052	6.50716534	7.055285212	8.133302833	6.508596046	6.446666175	5.764564567	5.925730372	6.188212577	5.962591221	3.820868665	8.328274232	8.367012542	7.565811577	9.501873291	8.468041016	7.495069719	9.302070608
eco_gcs1_t01641	377.6055717	292.0926823	337.8743075	359.234362	307.1865885	226.6033823	328.7805466	278.3563786	279.8966413	300.4405381	238.1928124	277.4628501	310.316316	225.8875711	258.0634722	270.8141634	295.6603163	383.49509
eco_gcs1_t06918	5346.972969	3803.743835	6683.240159	9572.144975	8859.444481	9982.560703	11421.0031	15804.66792	15996.26289	12784.27576	18566.16468	18407.70833	15043.52435	19021.3351	19356.92534	10186.09609	20100.35465	16966.98829
eco_gcs1_t06239	195.0306217	176.0721834	152.0924225	183.2699595	186.2987692	127.1077905	164.6368007	177.9561803	134.8703241	148.1862872	155.2097431	130.9017549	132.0496873	126.0520908	109.4349398	38.39591433	37.9275688	35.56816432
eco_gcs1_t02838	144.6518837	121.6585102	147.7555898	176.0077145	172.215587	130.5232949	190.8978233	222.7800641	217.7907718	206.2036444	223.683613	199.6228695	198.9600459	221.385368	199.0731555	96.240863	132.7701052	140.3667251
eco_gcs1_t08182	5.620751145	7.776684618	5.185739625	5.435149978	6.531294165	16.29152251	7.499947118	3.943619301	8.258605143	10.19078741	5.736320919	10.55015265	8.391589154	10.0648038	13.67109063	14.72993185	10.74618432	6.048813931
eco_gcs1_t10120	599.7366973	415.5696159	408.9095607	906.831922	674.0466214	600.9710379	1091.046373	1104.633219	861.1706174	1277.530678	1239.239014	876.0989791	1110.908311	1091.41714	862.0356392	825.825713	1020.298565	888.2374163
eco_gcs1_t03590	35.72377221	85.89446341	41.02851987	47.27116089	69.34668867	58.90151452	74.33765461	41.34351603	61.40899596	62.60512953	59.94454156	58.834297	58.92429665	55.04020897	45.82442728	34.25333465	40.9959256	65.08258586
eco_gcs1_t00466	80.69774155	80.78736835	52.27947482	75.25901931	79.15310844	44.70516753	77.23899324	58.96011297	40.62793018	70.68782148	47.83476253	42.28312263	60.39237612	46.79591922	41.01993732	35.77853433	31.93024838	25.56956863
eco_gcs1_t06763	197.1769648	179.8789016	207.1515078	157.7265318	183.4887183	142.9191787	156.4092313	195.593475	164.6040579	188.2545171	188.0791117	156.9946855	154.3029486	166.4644019	156.6187999	329.2245553	454.7061337	310.8329454
eco_gcs1_t01774	223.3932419	165.9280483	220.0929037	227.8471916	208.240681	223.744189	196.5025389	223.9001343	209.5288164	167.0992192	186.1119101	193.2822202	149.0788065	188.8325015	176.883761	115.4781743	155.1814876	153.2703507
eco_gcs1_t04582	131.9467117	115.4045033	197.1474518	88.94547246	93.15298796	107.5888731	68.48906111	118.7840033	124.8285113	65.02046821	107.6303082	110.1067495	77.71196165	102.1186587	108.4578027	84.50714956	130.6425053	137.9794713
eco_gcs1_t11955	778.5124856	640.1807641	733.9000621	731.2699094	843.9295923	557.3115069	701.2000268	808.9549366	692.509829	634.2950964	776.0447735	645.4146264	730.4434069	733.1140387	700.7278937	635.852698	990.9280547	953.8760644
eco_gcs1_t03471	225.103207	169.654101	227.9903375	287.329857	257.2739953	231.5912773	344.0152872	305.0829896	336.8704315	337.3860154	350.1521103	343.9658104	358.0590759	307.4375878	286.6348996	88.77240511	115.3708114	124.5684633
eco_gcs1_t04293	91.43122751	71.7328934	55.49515833	118.3277369	96.97055967	58.98658486	120.2085116	115.0387311	80.73099704	104.8261534	57.93009465	84.21603783	94.06796618	76.5634637	67.29248065	44.03998994	50.2477937	50.22483539
eco_gcs1_t04558	6.351408887	7.811127543	6.81536573	4.963691245	7.070586314	10.39531171	8.556921918	8.038526709	12.77431015	7.413139511	3.474276882	6.83307479	7.577171571	9.722602839	12.03016355	11.64785826	7.996441451	7.119469672
eco_gcs1_t04745	14.76724041	16.98589215	18.87134678	14.85362304	15.0196186	18.8361003	15.61286772	15.00450832	17.79232818	15.19181719	9.397893974	13.15001202	17.45100921	8.05603548	16.69310888	15.73841238	16.57140747	20.47339678
eco_gcs1_t00156	11166.9802	8331.687882	14113.58225	9665.554584	8578.490966	9513.520555	6587.326026	8453.444887	8769.95141	5515.657287	6750.232351	6807.18774	5177.25621	5634.955872	6301.802791	9031.656357	14269.72468	14663.9348
eco_gcs1_t04256	30.67914037	34.89390999	22.63497449	26.77823826	43.19293142	27.77275824	36.21045044	34.34542222	25.80821261	35.60860938	35.35281875	28.83456947	41.81698821	31.79432093	36.27011295	43.94545214	50.45646308	36.22643915
eco_gcs1_t01993	17.6314861	11.84574448	15.60525949	12.30917874	12.02295049	12.16025898	9.681496557	11.28274939	10.17198194	8.643048198	4.608089979	7.899783158	7.178162902	7.048262333	8.426828043	7.018412907	7.160574425	7.101128702
eco_gcs1_t07793	3784.418636	3725.562864	4584.512375	2263.20655	2308.616635	2301.849195	1593.037266	1967.986067	2346.031442	1476.222836	1572.971447	2047.086548	1663.80038	1941.389729	2424.481924	3422.008676	4349.303159	5235.337051
eco_gcs1_t06997	34.22924388	30.20458854	25.2905455	39.66255692	35.99668656	22.39634579	46.46398712	44.99297679	42.05728073	46.52807918	49.03188347	38.86651348	44.90019371	49.74678523	34.76962411	33.89188948	29.2547759	25.27987158
eco_gcs1_t11992	28.45629279	34.13001438	22.80735201	22.60360057	26.89485095	29.13709793	24.08268232	16.89003109	17.8250981	20.5190898	11.76706285	17.49722209	20.12914021	17.849442	25.58652153	35.87037712	30.19928559	30.33445292
eco_gcs1_t03815	44.97162372	48.51224418	34.43287354	37.82298673	37.41472751	31.49612177	31.47056641	17.11540381	25.95656887	28.72891511	21.03377318	19.11403364	29.76461814	19.72676522	22.45495762	56.38872709	25.44685197	26.24899679
eco_gcs1_t09500	32.44652147	38.1000526	32.41100049	30.73249197	39.14165976	43.38568734	29.27938839	30.73870626	30.64264009	29.625071	30.62807382	33.54261784	33.6883664	27.77661548	37.48581203	43.74084079	48.77947901	49.55248313
eco_gcs1_t12354	204800.0036	187034.5859	284469.0409	177116.6647	205481.6123	206731.4037	147403.006	235110.5405	253315.1772	166293.3248	222783.1052	248113.9755	190135.074	229617.2269	269581.2282	198273.636	418858.4201	368182.5965
eco_gcs1_t08247	48.23675794	63.08947392	50.61668451	42.45456071	45.68040525	59.28147321	46.65707117	32.40192208	57.55207785	42.19653647	42.5893423	47.69587242	42.21360332	45.61945426	46.81920373	90.1861871	59.55860915	76.93150446
eco_gcs1_t05649	5212.437564	4189.68897	3850.481988	3781.79318	2920.679985	1669.13662	2022.501937	1711.410575	1329.3018	1874.626986	1117.97597	848.0056298	1088.736103	743.3249247	595.638176	377.2058428	338.2281546	353.2775619
eco_gcs1_t10464	2933.150006	2244.061502	2115.059607	2361.411307	1997.281249	1373.323255	1932.946931	1730.609222	1521.695046	1779.088843	1392.243233	1271.00206	1574.411441	1393.961407	1204.832685	1420.841533	1477.091965	1317.427072
eco_gcs1_t11740	1902.32202	1884.055601	1981.857297	1123.519933	1248.271802	755.5521267	940.6317376	1089.800775	872.2413081	837.879423	919.1231987	740.552748	770.4266659	758.3803361	634.531603	1041.410117	1341.239575	1132.643035
eco_gcs1_t10064	161.817975	150.1187603	341.6986392	76.86602838	90.71218814	115.8850446	38.81487753	56.95138768	54.73866656	26.91168908	37.76577652	33.57513358	20.23439487	27.79547643	40.33341155	19.27080008	24.7466261	25.15123615
eco_gcs1_t00491	166.9239766	144.3862646	148.2256418	167.9216099	166.7890636	129.6347498	146.1886523	159.09667	156.9380197	147.6446619	156.8052997	147.9996914	193.4451535	160.8031283	164.5820827	270.4327114	296.3005435	277.7467369
eco_gcs1_t06843	25.8938544	24.62831784	22.95843966	24.99199649	26.25038563	24.68957184	21.8875464	17.29829478	17.27096959	18.40716222	14.97600169	15.07983418	20.81819924	13.83038597	18.05523504	31.08374263	24.42999262	23.45073498
eco_gcs1_t01814	27.94214681	28.97031026	31.22125359	25.35000516	29.68971603	24.88172682	28.08815271	28.03721858	29.69598125	44.91116151	28.15121578	31.9700022	39.1647453	38.09402309	32.65274452	53.0873521	52.59944833	61.58654462
eco_gcs1_t06367	4.868722801	2.938569995	5.055494732	5.669211654	5.229432763	4.788688894	4.555030862	5.989933685	4.575807217	6.098424597	3.452433979	5.137350433	4.872228885	4.205449573	2.974290029	4.444067723	6.159399312	8.685547366
eco_gcs1_t09622	13.61725318	20.1771507	13.91199056	15.20246773	14.68231526	19.19405063	17.39552198	14.07788556	17.26923042	17.03696841	23.44084651	18.8983119	18.93641134	20.55727767	19.7106707	25.39288335	16.87068593	11.02899164
eco_gcs1_t06855	3.267953962	5.616693464	4.640408472	3.434455382	2.721349688	4.451406675	3.759815581	4.817427009	5.340611741	3.691998851	3.172444453	5.29498121	3.559643501	6.423683357	3.345867894	9.810358233	7.883051879	6.652461929
eco_gcs1_t00348	641.3659349	598.5599514	678.3728505	641.0021573	629.0898643	498.0758221	619.7541559	760.1548004	607.3545969	549.8964472	696.567733	589.694375	478.8932987	497.4973896	450.4531176	185.8097869	241.6533347	247.4747947
eco_gcs1_t10196	4.642528266	9.329751467	5.819363154	5.421191193	8.443185327	17.78276129	6.120864021	4.060890658	6.670455517	6.123211547	4.3073891	6.405343121	6.90357563	8.441054268	10.28565695	10.95594692	7.16737348	5.61434525
eco_gcs1_t01171	36.34221481	51.60974123	39.79313824	51.74722168	47.63589971	53.56814318	58.32246654	49.01264765	49.2165978	75.9702469	63.77158477	58.87308551	78.46424455	66.96753463	79.18935131	72.73077078	79.19815199	77.13705718
eco_gcs1_t07987	581.1357361	437.5014835	474.4352588	489.2085554	450.1502651	394.3288522	453.9172207	382.7998196	442.8081797	424.4861273	320.7498968	359.0285887	370.5037793	287.071256	361.1682483	553.4677828	611.1897222	723.6005745
eco_gcs1_t01184	151.5437748	120.608499	109.4912441	174.8884419	181.9058305	112.5147339	217.7658454	147.8354902	163.1437001	258.1110577	147.2924511	169.0155699	239.510285	149.0605446	121.7578024	145.5052922	80.01031049	111.551873
eco_gcs1_t01897	6.172063489	16.89889611	8.145532551	7.091033685	6.301479075	11.96324956	7.025956991	8.132096985	17.13460382	12.96403258	17.36142931	15.3275262	8.438517898	22.58159971	12.11152899	22.89609608	14.64891762	12.612052
eco_gcs1_t03494	35.52166361	40.9390979	57.86113887	26.8027345	28.27133294	31.73673826	30.09496641	29.4268832	43.10503367	27.97604734	36.89588422	35.68051776	23.17880544	43.26741983	33.80072504	26.95063488	37.56754092	38.90914474
eco_gcs1_t05737	776.4626885	726.3847446	1203.238947	460.7200649	491.2605786	518.1246299	337.4620426	529.8890009	462.0888189	288.202933	531.1038075	394.9264714	270.9384943	369.1513942	342.316299	150.8424784	193.2824934	230.795946
eco_gcs1_t11644	15.83005389	15.3139014	10.55574929	22.33394531	15.7602548	17.91049316	18.26847883	14.59239904	12.48547064	23.56354759	12.69426361	16.46237533	25.57245657	21.88304985	20.28101044	19.29752216	17.19500406	16.44288365
eco_gcs1_t07412	67.4600609	52.51310629	52.62689861	59.12554745	64.9276787	40.34858414	51.1153127	58.08164298	41.80704416	49.8891666	42.34913262	38.90358994	41.35805755	40.40214544	32.48034751	16.51778748	28.39094917	26.07049624
eco_gcs1_t02267	829.0650819	658.6419427	748.2239895	731.4228139	616.0066345	402.9836631	585.6369485	430.2109562	378.1333555	476.5393345	337.0462942	300.0214871	384.1450731	265.3551761	268.5236703	220.0789383	261.728295	315.5292013
eco_gcs1_t08679	74.41147879	64.06243272	155.2484479	51.65458695	107.6836076	161.2742001	41.04782682	77.35626648	87.87548452	38.71772838	100.3119169	89.51871497	49.73106633	105.0905296	93.54035123	59.42301884	92.60356397	104.0775259
eco_gcs1_t06705	4.50698936	9.985535035	5.157143588	6.308511153	6.954177705	12.47486421	6.800896093	4.74443372	6.355133188	6.95012346	5.117034202	6.554281244	7.404629733	9.103527892	7.129712993	11.95029075	6.408558944	5.624178735
eco_gcs1_t00560	40.88553308	41.86793428	30.57856384	34.25654014	33.82654271	28.45054002	39.22338045	35.41218698	36.8299717	35.36436002	29.73480329	46.00353893	33.75098909	33.336379	26.75236748	49.83912385	33.21615535	36.40723807
eco_gcs1_t11198	24.31499486	38.39814684	55.02489971	17.92846238	28.26186379	43.98153535	15.72468179	22.96382419	28.85453636	18.18489345	28.42318675	38.82949754	15.54220459	36.63323237	26.08044396	32.66913818	19.48121726	23.06526032
eco_gcs1_t10668	18.11083606	30.60666339	25.98990287	15.55027138	20.47591753	25.50776129	16.72698075	12.06965151	21.19739366	19.06011897	22.09957816	22.03418832	22.47170299	23.80014899	25.19179925	24.21175701	19.07791195	22.13788884
eco_gcs1_t08778	11.8342972	28.19791853	17.31291089	17.76455958	26.11645025	33.726721	28.29070908	31.3070603	50.19414003	29.7573481	44.0023883	41.39893546	24.66785377	51.02985312	33.88480457	39.32302917	38.28372479	20.94517091
eco_gcs1_t02511	348.7743796	314.5774101	145.0396793	530.6274369	518.545259	134.5161922	509.2490867	328.733151	238.9873105	440.571797	288.0369813	185.5852102	193.8555457	145.3427696	71.04377126	19.27773934	17.32954071	18.70919758
eco_gcs1_t03547	4.8390124	5.216190685	4.238805361	5.798610754	5.594466749	5.552982053	4.633477172	3.650305417	5.604737609	5.459561345	3.4218571	4.917433268	4.70702803	4.130220426	6.438685181	7.812122026	3.6284373	5.089860655
eco_gcs1_t08820	359.0484546	278.7813667	399.7215042	427.5264267	398.7482049	361.9811344	524.0978358	601.1815224	602.9186318	585.7055714	822.6427569	794.1062987	753.193239	900.0749447	882.9519083	438.1931578	820.4604834	697.0816136
eco_gcs1_t03164	12.51874488	11.54579856	11.82093736	15.73514117	9.737077416	2.391652154	8.962284	12.32064008	8.139444909	9.947110465	7.528406969	9.095896633	8.691420755	7.557236521	6.720831109	15.76231176	10.31153371	12.62147309
eco_gcs1_t07822	94.1107943	67.55584897	68.88472251	137.3073809	100.7718778	78.70831916	139.7159764	83.4267616	94.30332329	135.9588137	88.79974744	89.23164998	123.9147896	78.75303276	74.48899074	117.1648204	96.06758684	95.54978021
eco_gcs1_t06556	5237.005596	4724.993079	6840.901867	3464.679446	4132.169981	3404.212887	1642.843696	2931.72827	2062.242078	1037.59334	1878.614979	1206.780836	789.7061728	1117.509002	825.2440767	200.2594774	372.4471241	371.0449325
eco_gcs1_t05760	273.9254083	193.9558066	288.2241917	316.2134739	306.1703244	275.6683962	349.3565333	285.5286169	386.7936906	350.2803325	299.1018772	376.2004002	444.4797265	306.424011	440.7126847	648.2811764	942.0161725	955.9148388
eco_gcs1_t10056	926.913081	832.1999111	1214.528618	823.5149559	858.707919	856.274138	757.3487982	1095.850709	1143.476806	830.4117057	1304.058147	1087.147121	947.6487252	1090.612574	1241.883141	393.2215868	675.5660013	608.8174095
eco_gcs1_t05196	1315.445413	1001.479321	1215.108802	1317.158984	945.6462674	837.4784074	1682.958477	1992.296263	1548.401761	1903.177531	1802.606828	1755.635071	1702.129168	2049.115574	1461.081759	455.7800062	568.3520263	609.1361591
eco_gcs1_t11579	159.800566	178.4285869	134.8711015	108.9732644	134.739931	82.3352432	77.25843379	95.32879255	57.63375335	67.05059417	71.48101948	58.24237307	59.86819103	63.32785564	54.45099822	82.59999603	70.27651671	71.77479749
eco_gcs1_t07951	169.8709168	143.245026	193.7683346	145.5703345	163.4698991	193.8282432	136.9860298	171.9828154	194.9469236	133.7382493	178.2053084	198.4320859	144.7428764	180.5591628	202.3939266	174.5999384	268.7789763	375.4238487
eco_gcs1_t00762	3.152919575	3.316670891	4.040293437	2.834097884	4.043200151	9.265519084	3.817520938	3.799058458	2.671844046	4.135097447	3.264072878	4.507674258	3.327814545	3.358730474	5.700831568	4.575480226	6.328722927	4.029468898
eco_gcs1_t00084	2.255012644	7.735259211	2.794393093	2.275010745	3.828763867	9.553830079	4.116490891	2.412990261	4.248829138	4.022198797	3.499037104	4.283483615	4.441585007	5.482635741	5.173268397	13.09466885	6.612165642	5.26924036
eco_gcs1_t02693	48.78819897	35.28913744	37.52210439	66.51613688	59.9385472	47.06214615	78.4574516	81.7618665	64.46060958	83.69425239	72.12530993	74.47331686	85.60290638	65.48721562	67.18897908	41.1814801	63.55696577	56.92619742
eco_gcs1_t05129	18.19093046	16.97361963	15.4509431	15.74718057	18.25611096	18.45732327	16.88347697	14.03631439	14.37837292	23.61372786	10.86035826	17.01245511	19.48494158	16.1023758	17.27166409	22.2124897	23.61947962	18.49234553
eco_gcs1_t06102	12.5175436	14.76099122	12.91764248	17.24978413	19.83737815	24.35682341	21.68313392	18.64534746	20.65477082	19.95733934	18.0124408	22.59522043	23.30985554	20.39898283	18.57322394	14.30690629	12.26488792	14.23167134
eco_gcs1_t08936	212.249408	185.5743444	216.4874939	189.6487485	224.5957422	169.091214	239.1051323	364.4621912	341.1291009	394.801058	582.0384761	438.3645491	472.6073358	782.7377248	495.6141762	181.9097804	346.9054449	233.2759326
eco_gcs1_t03013	156.7454372	115.2514578	191.4934998	99.94585	100.4556375	109.7504827	86.57234231	107.8511614	120.706551	80.97910024	87.89542128	97.04665614	64.19867666	79.5952486	103.9326617	52.14036382	91.62333725	114.5597393
eco_gcs1_t05202	151.0629282	122.6467423	158.6410944	134.9543135	111.097868	102.591593	105.0222505	122.9570037	112.4915575	117.2161301	117.3128193	109.1687042	108.8955695	113.340178	101.6806052	88.02562474	95.31019497	103.7207724
eco_gcs1_t08387	9538.665879	6194.904622	7239.925562	14461.87826	10712.72228	10144.72634	19259.25333	18387.88523	16528.63319	24705.10897	17812.62946	19255.56205	19149.19987	20340.65818	18937.64842	12037.35588	16040.72765	12662.58118
eco_gcs1_t09977	150.7003254	131.7369899	186.3881087	154.180028	163.6343599	169.5004234	153.7350259	240.5147393	214.867909	140.5143269	203.7757794	214.8404716	155.441556	219.1828661	218.1172594	72.33015959	107.3446093	103.8634566
eco_gcs1_t00823	3.195830062	4.32267182	4.494703373	2.434705924	4.498277125	8.599422071	5.341564436	2.846438336	4.743930653	2.179206028	3.153843186	3.182962877	3.433278138	4.398012951	5.821572832	3.465247493	50.02980589	8.536552535
eco_gcs1_t03224	16.1274513	33.32669838	13.8603282	14.10441967	13.33473362	13.13402846	14.52792775	13.1011139	31.19678332	18.89269639	33.42229743	24.06807485	18.96009672	37.7438975	19.56139764	47.47182709	20.24571041	17.08087882
eco_gcs1_t00509	488.4590715	374.2036762	698.4039913	502.6540471	498.3270398	583.9592995	523.6569743	767.4111006	844.4716729	578.7754654	813.6554981	883.9492219	546.2438147	858.609628	797.0608372	588.4278577	1040.63621	1250.393348
eco_gcs1_t10017	996.796972	773.1166931	740.300214	986.9522451	779.7068462	511.0503934	871.1768204	721.2989185	614.2236145	745.0812246	749.6906769	551.5706203	818.6153481	631.9459687	563.5144823	675.8839085	738.0985222	728.6303554
eco_gcs1_t04537	3.669964486	1.110330565	3.600492793	2.186771997	2.151184913	1.450875928	2.375363176	3.37031633	1.63618068	4.593227153	3.007236878	2.947526009	1.372305125	2.199003113	1.790233867	1.73142816	2.594268596	2.23097797
eco_gcs1_t09164	49.04639244	42.03822198	72.91776603	44.45617282	59.39637083	71.52651504	40.63266111	38.41076357	49.20009824	39.65130993	44.43712495	44.61280794	42.48346483	42.78456519	48.94598266	84.39466093	92.82069123	102.4544167
eco_gcs1_t08364	6.090780205	3.993453271	4.887532609	5.315474677	6.14179374	5.385472793	4.860850423	5.173753995	4.526745131	7.786675962	3.6582383	6.275762061	4.087935993	6.429161599	7.092812081	4.715131058	5.941419064	6.557551764
eco_gcs1_t06869	23.28206509	20.36511559	23.95695428	16.58369996	17.67229576	17.51639291	13.39029953	14.71770407	15.94293385	9.763975016	10.43900825	11.36666112	8.973096523	10.93888028	14.66727158	15.54229918	16.37744271	17.32140118
eco_gcs1_t11055	9.77640105	4.489034681	9.599710241	7.221298592	5.689961475	4.750609765	7.615352808	9.309955988	9.314741084	5.124277585	4.774403258	6.977927295	5.786681736	8.948925506	3.547241332	1.21716375	2.407468096	2.575297117
eco_gcs1_t01714	38.0938445	35.37285984	34.87865852	27.15047067	34.23733113	28.36110067	25.54677752	22.46437535	17.05208543	26.07705957	16.07648333	20.70661395	23.47595739	18.19540239	19.96721079	13.86691148	14.16894301	13.87788158
eco_gcs1_t07504	47.14542798	72.65358305	28.37462396	19.56080654	25.75426681	11.95332416	11.32112731	8.193803	6.162779842	11.9084208	3.83842107	5.683156125	7.864856735	5.788637202	6.878492319	8.49504768	7.03711439	5.541198879
eco_gcs1_t11142	5.916280596	9.723445566	6.998044345	5.053059093	8.646280291	20.68701431	6.746431121	6.537559736	5.982381197	6.798962192	5.497183336	8.344689193	6.926679925	7.344046546	8.901509992	8.791276267	57.62117368	8.652341091
eco_gcs1_t09687	4.454283184	4.191185171	5.784629183	6.211708603	8.79669409	14.40173126	6.323455513	4.075626523	3.072570502	5.935327264	3.999836518	2.978456078	6.279574955	2.320171689	7.137634249	3.810297598	7.487264023	4.196912251
eco_gcs1_t04089	1409.767769	1173.685227	1469.129626	1211.278215	1210.700672	1112.719699	1217.967167	1233.611175	1398.128808	1199.231076	1263.82572	1331.762168	974.8735414	981.4024058	1010.492222	432.5200275	517.694644	633.1540908
eco_gcs1_t05599	32.32688415	28.05503893	26.03389484	28.98995192	32.84918919	33.40851433	31.5617664	31.08119926	31.75175	33.72670261	21.39185603	33.76258537	30.47938269	24.6845914	33.45479873	49.27979861	41.99934855	59.44624644
eco_gcs1_t03099	3417.167895	2660.725798	5276.444293	4439.958983	3932.858588	5244.91119	5046.834423	6718.928895	6636.126706	4620.670786	7496.061287	7135.703334	4635.431009	6389.679006	6514.129635	1773.630847	3388.645718	3608.002737
eco_gcs1_t02970	121.0787796	103.9443821	122.654501	131.3336343	144.7021605	105.9579709	144.9706975	148.3956443	160.815939	167.2309491	164.8878701	196.0199471	197.1789812	182.9255601	266.5492065	324.2703403	698.8370799	1311.399547
eco_gcs1_t10172	26.51122529	45.32347059	27.22950494	30.30740565	31.81061323	26.8245055	27.08678257	21.63682504	24.80685733	24.1550575	27.14203502	23.45371343	26.00833371	24.2776362	20.16039425	30.42813981	14.36215637	12.92780788
eco_gcs1_t09993	853.4807369	685.2250048	802.9630903	1097.820242	1001.121714	809.6645374	1152.12394	1216.760683	1095.306515	1230.748903	1381.071715	1214.580181	1268.748447	1240.719264	1138.766389	217.1447879	287.5252516	232.4469773
eco_gcs1_t02673	1010.236025	822.8912558	1072.65442	883.1819248	786.8151011	638.245035	951.8093496	997.0848523	922.1808559	1097.547302	1202.301419	1190.978006	1419.062196	1389.717804	1363.076249	869.6724974	1470.81238	1360.96315
eco_gcs1_t08931	56.82599072	78.92199399	56.20824776	78.20867335	86.00681589	69.07200595	83.49387213	101.6263218	89.86531158	82.11803496	107.1884537	92.91359588	73.32928671	101.4937434	64.87508831	47.54414957	39.08326992	29.82732345
eco_gcs1_t05488	2583.479093	1949.319479	2174.218531	2122.012856	1968.151825	1525.481798	1677.072466	1551.186446	1605.188636	1356.056996	1302.994394	1252.78965	1288.305785	1198.401585	1181.110287	1231.829159	1133.206858	1545.583934
eco_gcs1_t09369	3.113629992	6.225593903	3.278344813	3.370521607	4.280861733	4.901005112	4.291177937	3.447205712	2.910526403	6.063526294	3.354182253	3.995673054	3.976077295	3.878734988	3.045891076	11.05260147	3.876279113	4.079361938
eco_gcs1_t11497	22.4817699	37.51420582	24.37607844	23.83210983	37.12461703	65.951711	27.67133116	29.15279624	20.64139215	25.71331633	38.70621915	29.01310929	17.40639982	49.15677214	36.26416681	24.78036585	32.22376322	17.79715611
eco_gcs1_t01293	374.9889725	296.0894199	510.5761046	383.8730487	387.8376164	461.9466974	498.202785	698.1067083	643.5076163	526.4736794	820.4848002	748.3276992	601.3764243	848.6172076	750.7913849	432.0030619	737.8632966	677.3443713
eco_gcs1_t09586	357.5983505	281.4437717	294.3263354	388.4522367	338.1488016	271.3140377	541.3746373	462.8908685	460.8546633	532.4531112	378.1572239	476.7674656	502.4992407	480.0052197	391.9262366	553.430572	403.8645962	585.2968866
eco_gcs1_t03912	120.705673	96.80060393	186.2990464	125.2771494	168.6810807	117.679574	108.2767989	97.26901548	137.411916	88.09478156	90.24494553	105.4495869	109.7306505	90.21052251	121.2542199	114.0711568	170.8586321	206.4087389
eco_gcs1_t01834	1624.925342	1092.322526	1271.78523	1420.63273	1015.186296	783.4806692	1087.454872	778.2699532	786.7798641	1295.238888	839.4226452	829.9877	1130.960141	817.9742792	859.7798683	1517.2722	1361.304522	1382.082788
eco_gcs1_t02883	1010.39496	859.9826472	2534.531224	890.8022395	969.0724027	1574.980227	822.2332119	2411.440386	2555.501346	812.476276	2609.822852	2496.78299	826.3646653	2383.443436	2353.630758	198.293051	643.344195	734.0030962
eco_gcs1_t01532	15.76343162	11.27600074	6.502396145	31.33544651	8.865731833	11.8821532	10.61326734	8.312585645	8.589229843	26.72116286	5.642890412	9.411794579	11.56444823	6.471184716	10.10312934	8.69614209	8.64168772	5.786402539
eco_gcs1_t08084	168.6634218	151.3630891	228.003244	174.8610404	178.7511704	158.8129425	151.0574528	189.5332231	198.4952794	135.8184303	186.8129277	179.3757794	161.1790936	187.8556877	219.2044104	174.0717608	338.6148694	333.2096851
eco_gcs1_t11884	128.3383413	94.48890015	151.9792228	123.6096683	111.5540135	131.6672475	119.2535875	142.6915512	111.7607312	108.7749411	129.9077434	127.6076852	127.6488426	105.9275892	154.6807961	102.0946529	178.6538242	218.8115398
eco_gcs1_t00554	3.864112922	5.752531627	6.417657487	4.929740631	7.868903545	14.32686675	4.011031023	5.290830922	3.77597571	8.460496123	4.245516313	4.591568363	4.918854598	6.641923708	10.50751336	10.18426819	6.894321269	4.238185984
eco_gcs1_t07456	19.6835022	18.13877868	23.86480843	16.81800061	16.30176043	19.89176628	12.05741833	18.14999361	13.21311325	11.93619903	12.16986887	14.64192857	12.20953281	13.42060097	13.67809172	7.251337789	10.51570193	7.707868171
eco_gcs1_t01768	1201.45788	976.4875695	1226.650813	1048.138517	823.7606908	781.1866408	890.4940123	793.043038	794.7895185	732.1549814	708.862123	760.2018925	877.9192269	616.4970109	819.1506935	1657.273468	2023.340364	2124.748259
eco_gcs1_t11016	147.4100692	78.62337135	62.67287164	191.8821151	167.3283422	57.67615125	155.2980485	117.7478021	66.1284675	133.3805653	111.0131568	58.82142707	164.086078	94.76262502	68.23001294	245.4377081	320.1555978	190.7310641
eco_gcs1_t08273	2.161364591	0.600386833	1.973018949	1.775605589	1.180891592	0.585522446	1.088900579	2.149729517	1.743276366	1.078776437	3.485759995	0.982145889	1.18124823	1.060463126	0.885668239	0.641394285	1.726352608	1.724337773
eco_gcs1_t07103	14.1375345	32.76767767	16.21903404	13.94274861	18.13886822	23.05084636	24.60740836	15.92893076	21.42957318	24.3313288	21.31380263	20.36939832	29.69950753	25.78148495	17.58399681	67.00430965	23.63499442	21.75014008
eco_gcs1_t03095	717.7982031	626.5873204	1349.479577	775.6223204	876.8737306	1048.163714	656.896194	1292.425539	1511.202782	733.0099232	1675.837153	1629.48509	1099.185924	1843.153288	2102.599891	1176.849616	2393.74913	2779.217096
eco_gcs1_t07386	4.992643984	10.00773039	7.432255038	4.55724396	5.635172463	15.67271382	8.232369674	3.267163287	6.172622034	9.465253042	4.198675992	8.426019247	7.614749661	7.306395151	10.10815279	26.91478538	13.38515397	7.545116975
eco_gcs1_t05535	111.9575745	117.3210819	149.591929	109.5703513	161.2931043	96.11724767	125.6455613	124.8683019	127.0467641	107.3545473	135.9291189	179.4680224	132.9050955	108.592617	148.2025839	61.57526289	46.22920201	73.26778158
