	c10	c10	c10	c20	c20	c20	c30	c30	c30	c40	c40	c40	c50	c50	c50	c90	c90	c90
eco_gcs1_t01019	597.2971521	183.3832002	424.9581808	422.1479958	174.0276891	475.5586229	327.4851256	411.7174457	374.7225821	331.1205984	370.4306852	349.9378198	350.9779196	289.8465878	503.795458	277.0575589	277.1601192	697.8529286
eco_gcs1_t04436	18.94751188	51.65306671	29.61486557	16.87747483	45.13102129	29.57388551	39.70085171	32.22623101	30.68553452	32.78948457	26.77659268	15.37187998	38.07919028	33.26217679	24.16001913	32.79737388	27.27420129	9.527814543
eco_gcs1_t10808	14.11247814	47.54998472	22.80396982	14.69183647	23.45637322	5.46363553	13.35451382	15.79047443	14.6487385	57.07330944	18.83461408	21.23634011	17.14747499	19.61643233	7.777469209	34.88940883	13.05067914	7.926389795
eco_gcs1_t09030	427.8232964	225.3844904	407.2101863	399.9093121	211.8559803	346.0252923	377.5239999	339.9495082	347.1090971	316.4312915	345.6709759	314.0882548	370.0431596	387.8487961	454.4147549	318.8447098	340.5737499	577.0748622
eco_gcs1_t07750	24.40665556	15.90516692	20.87364898	20.39085162	10.44503093	19.46647335	18.21709287	18.27508483	21.03867904	21.0146508	23.26001958	20.95249443	16.66766015	16.36743416	22.2711323	14.06836462	17.02021593	12.76942631
eco_gcs1_t04359	64.48189694	37.08063863	53.61260015	61.9517255	36.85491617	54.96868824	43.6784225	57.47829116	67.61921463	37.63154386	60.98060872	58.93747291	36.15145742	59.57983025	60.75655454	41.05388844	54.93573621	35.51403863
eco_gcs1_t00386	38.78368119	26.79775786	33.06037709	50.57738319	20.58034128	31.65826802	36.22172039	32.43505966	35.2879021	36.36118687	37.73371084	34.6712481	35.46693984	29.1255464	37.1157284	60.78743632	26.16035025	21.29400447
eco_gcs1_t00276	1023.718183	990.7899778	867.4579962	1008.619956	1097.282702	830.5988683	1481.456692	732.4302913	799.5951273	1267.642806	782.5485981	709.6971527	1559.990909	835.8771665	1004.091854	1118.337109	918.163844	1401.877139
eco_gcs1_t05244	12.53795362	14.36722403	9.083710826	15.3094539	7.741309342	11.70210593	19.740146	9.971874441	7.288052568	13.34187849	12.20874568	12.32585278	12.88474907	5.988237898	11.93971175	17.25572353	9.447056052	9.893556155
eco_gcs1_t00013	54.97713038	102.7064974	85.06717478	65.01914779	90.00022431	52.83799498	65.40500342	56.22563745	57.66650784	41.85810985	59.02438637	41.60484533	55.6363711	86.54587235	71.67131076	48.31320498	55.43426685	74.59901173
eco_gcs1_t05223	2012.842382	2870.315828	3750.546208	1763.989674	3265.396281	3797.941759	1613.020763	3866.405902	3413.563474	1165.814242	3250.774774	2190.343467	1115.151556	4329.500191	2970.598546	617.9100235	3713.731848	2076.878726
eco_gcs1_t11948	450.851583	286.3927575	432.0656984	327.3617214	293.217241	508.8220426	293.9230228	528.8223447	488.9885755	258.2418144	401.807762	366.5847566	263.8070018	430.8770966	492.0761578	191.0289328	388.7349074	470.4236626
eco_gcs1_t07494	64.35006593	40.1256032	40.47042428	56.84211046	40.9218784	48.56868943	46.90176374	43.89274747	40.9774494	50.33268024	53.4247364	48.74114466	43.0814538	43.88203588	52.41072232	53.24666745	38.97759826	9.339986466
eco_gcs1_t02701	100.0474711	24.17299626	81.14692586	88.28423504	29.91082008	57.09051308	43.17441457	54.01395361	52.90113252	40.37392366	47.01807675	47.87256263	47.70792872	47.53164638	79.83094461	41.51520278	38.02248798	77.89562347
eco_gcs1_t04169	174.9909377	410.3690223	141.1311701	195.8261243	451.5181935	186.810284	339.4889033	182.8592314	152.1460447	338.3312662	177.4940815	110.833987	403.9242625	161.2503646	134.5595807	298.3166916	142.4696665	155.8220749
eco_gcs1_t02217	20.82460276	63.29836694	13.64419518	33.32129058	70.73080495	15.61339369	70.75370088	12.43411309	15.10794252	56.03221129	18.19344479	12.55761907	70.79438889	15.00963534	19.315869	51.41263464	21.77977254	10.5698384
eco_gcs1_t11647	437.0912477	325.2788831	489.8482416	367.2948876	359.2172279	436.0090625	360.1840482	463.8603609	466.5441372	312.8817375	402.2094949	362.5640754	327.7475927	428.5006057	460.766859	226.879715	386.9773139	418.6266115
eco_gcs1_t08962	236.9012865	395.0665562	234.3614271	211.7028135	343.9302482	201.8708935	403.6229015	258.7750674	216.9477129	254.3773002	224.1447016	163.9584849	403.7354972	225.2575671	231.4194372	260.9249428	175.7601748	235.7362046
eco_gcs1_t05532	3.331528269	3.541363957	3.091963495	5.44807007	3.801341199	4.691907306	5.883774629	3.218486154	3.689928751	7.281066886	4.373493071	5.002007797	5.852081814	3.55181286	3.599275168	5.689999527	4.178477559	10.01929428
eco_gcs1_t03514	45.42941341	17.36849034	32.73253625	32.78925971	30.50118296	47.59423746	19.43137757	46.22196737	44.883866	22.95547661	40.90637947	28.8554247	26.36678272	49.54870275	33.01332259	14.91656224	47.96011437	12.57867078
eco_gcs1_t12271	176.8889984	98.84800729	203.8499723	114.8611905	145.8708349	295.0939224	114.5270204	211.7598622	254.5457332	113.380557	196.2571375	204.310976	88.61571647	269.3087882	275.8999022	73.67866449	245.4548732	335.2902038
eco_gcs1_t00804	44.61171969	99.11446099	38.51971338	47.31755467	106.6886869	33.47387722	73.74394252	30.10602959	37.89768482	67.6578842	32.86553975	41.91300367	82.6466761	34.96869706	30.59547716	60.6495489	39.98670379	8.076669473
eco_gcs1_t09528	45.7324494	35.12775344	62.85136755	40.66918284	35.04008609	64.54629291	44.86602982	66.65702661	50.03131536	40.26663259	53.48840076	39.02329186	44.40501907	53.41172144	51.48292136	35.21698438	49.0554041	33.68327923
eco_gcs1_t10325	131.4288136	159.7706443	154.8515012	141.9329669	138.3521817	172.0689675	138.5940617	150.524603	159.2234554	121.2715932	175.7795891	137.0493097	134.9094693	173.2398619	156.9963471	97.54763118	194.5483166	105.171308
eco_gcs1_t02165	47.92001419	37.85801565	41.48508153	49.31346219	43.26808275	48.71619258	43.03901909	47.51494602	48.31000544	35.83864705	46.83154252	35.74331131	37.13675673	50.10572176	51.58424116	37.55434304	51.26878735	42.36801562
eco_gcs1_t08767	4.158159782	5.098920646	4.942817499	4.735950157	4.686690141	3.879048106	3.276964158	2.988002929	3.647037803	6.244251505	2.80948868	4.242352495	4.967482257	3.241425225	3.486237573	5.81825866	3.606044223	9.634108257
eco_gcs1_t01157	309.7004325	207.6551362	298.6837685	292.7270256	218.6288561	345.035773	305.9980907	284.2277089	289.1986558	260.9754666	272.2964764	247.3547813	281.2528858	278.3580164	340.8815003	216.5048035	248.1767581	364.6645305
eco_gcs1_t05282	704.4286835	2.110220817	2.218114606	987.6607808	2.691208241	41.11660597	975.6588811	2.797626095	187.5276489	759.7877625	2.478288165	304.1520927	1008.546871	3.106217668	639.1683284	585.267193	2.263611032	876.3496838
eco_gcs1_t03779	213.5025972	115.5899832	192.4185216	170.2236552	137.730584	157.0418024	174.7723025	122.6170201	178.2359905	184.9908699	112.7806696	167.0550973	202.5048044	138.806695	177.7209753	158.072261	134.5683079	255.3867775
eco_gcs1_t12227	20.57404941	24.68864917	13.98761415	27.22894122	35.68647679	13.92855876	25.73783956	14.36401101	28.72409928	21.17314067	16.4130782	41.11849549	25.31268239	20.20835273	22.04263584	41.88430322	13.85228731	7.769271386
eco_gcs1_t08543	305.4073932	255.6468243	264.4990033	336.135646	329.4751376	302.5403432	445.3910021	265.9357251	310.1283244	368.331545	267.7698266	256.6716613	424.3609809	260.6859388	286.6461368	277.7084201	258.9225242	347.5283674
eco_gcs1_t02774	6296.085083	9665.311862	3956.876524	7136.070723	8573.598117	3755.981962	10078.60079	3913.37023	3220.999438	8331.595977	3567.278996	2451.588303	10306.76381	2964.396118	3916.333833	8088.803782	2284.935386	3175.884662
eco_gcs1_t08076	2102.348931	2454.285266	2287.250883	1932.836546	2709.075581	2277.254993	2009.064544	2347.16946	2538.624874	1968.708436	2271.916234	2087.25466	2153.030609	2345.35982	2513.145559	1428.541052	2215.247093	2708.425353
eco_gcs1_t11648	577.7894085	472.8016375	436.6549899	540.622111	468.8531503	488.0381697	517.0286072	501.5659832	509.4556325	414.5194024	459.5919018	373.4137816	512.9403978	535.8749567	488.4687101	411.1469118	466.2844016	461.7253701
eco_gcs1_t11219	61.12780185	76.71696461	78.99050043	59.51865896	73.11531664	76.72751248	85.14894143	62.15057664	80.59776318	80.89369561	65.00319524	75.14161447	63.2768626	79.9579952	88.55521426	52.86578441	48.23276336	67.54924688
eco_gcs1_t00367	48.05261078	34.24704166	47.12994038	37.93727211	25.67152826	30.78072847	30.54454635	26.1078194	39.34446359	18.51961443	34.71624874	38.2114862	23.65120718	28.95921458	36.64106449	20.98427594	17.76503392	11.06633492
eco_gcs1_t02405	622.7439574	1076.37993	700.0765725	739.677295	1282.759711	701.7139771	935.1523748	704.8904322	764.9528039	877.6715443	696.7121776	517.6349404	955.5335407	713.1727275	571.7156349	589.6977323	636.8423735	590.884072
eco_gcs1_t10878	19.46256574	20.58867564	19.07950992	20.86650739	17.05208612	18.67781592	13.7125788	16.27257353	18.56447876	13.4059441	20.3169178	16.84326769	16.95814885	23.03619773	16.0893197	22.68944359	23.55366107	9.632607867
eco_gcs1_t11896	2580.981294	1860.102426	2340.902975	2223.920121	2406.314661	2837.174965	2548.322927	2391.508356	2738.163607	2235.479509	2140.828579	2426.396975	2285.291025	2134.779416	2960.761794	1820.000986	1934.295415	3284.620985
eco_gcs1_t12055	77.60196371	41.79318336	63.76770847	50.19319414	43.39668945	82.94434623	50.98800383	76.74268687	87.94003176	38.03575522	81.05430199	86.25051398	41.04126096	79.78360032	81.60736676	74.82381434	66.36169679	41.08141348
eco_gcs1_t01112	454.9679497	536.7677051	607.1687015	477.9677285	774.0893029	749.6066048	475.5643526	695.8704087	522.5665395	551.6489143	702.3542992	385.3320916	599.0167004	653.7955172	543.3477467	241.1303293	700.9206112	625.2667585
eco_gcs1_t07078	49.04331364	72.91162263	49.39556121	59.65317145	67.51106858	37.30826812	69.99203863	49.44185632	38.2212471	57.746063	43.89417639	32.7531841	61.33375678	59.46216413	50.65991337	58.8060414	52.88943399	22.91680135
eco_gcs1_t08839	242.6763871	180.1038371	249.6909138	222.5089917	234.1110267	240.8784104	189.5465714	231.931007	317.9255419	229.8188691	173.0409378	216.6091022	242.0664491	194.9916133	278.9223697	178.7967846	216.6103889	254.3403361
eco_gcs1_t01305	19.35021467	16.30832073	22.05455213	15.91525208	15.10239729	29.67795862	10.02885145	26.54170329	20.24113152	24.74765683	31.38520521	18.69395685	31.98197955	22.09293552	19.64401093	14.58501771	26.87974318	10.20313018
eco_gcs1_t10282	30.63207243	31.07887452	33.32102941	27.52679166	27.92155931	31.07911772	30.76722323	33.59972733	29.59444072	21.98321264	29.94866827	29.82930177	26.97344761	27.75644284	24.49509369	33.54101292	30.48527531	11.21462212
eco_gcs1_t08201	12.55544707	33.28527346	21.03186168	16.10478275	27.44353154	8.061205283	20.22767679	18.515653	20.58999809	17.97704795	11.3201417	28.69132912	14.06381711	18.39581066	12.4472678	47.85387547	12.20979852	14.63906269
eco_gcs1_t12076	5764.448326	5591.779884	6221.008663	6677.771737	5364.670872	5667.870727	6264.46213	5423.639147	6293.24613	4941.26797	5705.050344	5517.036522	5290.86254	6056.067997	7571.477865	4310.825526	4868.943615	6859.826528
eco_gcs1_t03519	193.997489	184.6914465	131.0961426	135.3302332	200.8574139	98.34091461	152.579844	177.012802	182.7261794	249.4060605	146.6104468	137.2614156	202.7607247	150.5279188	134.3441974	128.4712295	147.9320678	218.3854391
eco_gcs1_t09231	87.10377107	43.96801749	58.21179253	131.4452897	45.28866408	31.5050549	156.5435443	35.02760616	32.72638655	199.3266916	27.89816772	56.56563213	242.3840348	34.28092116	51.55574009	400.826622	33.77571618	189.5951808
eco_gcs1_t00673	8.64812511	9.917877743	9.190642742	9.564121821	7.657825919	9.745346091	10.08572549	8.747461607	10.8255857	7.775223868	12.2216301	23.27075537	13.82582849	6.813670886	11.49233222	19.67017974	10.53147197	15.14335221
eco_gcs1_t11135	26.46466237	23.25701157	32.99773074	28.72493387	19.37730949	39.47673365	22.53746345	48.11451673	36.37434598	27.10057528	33.19112593	40.76466407	23.67859028	32.73814485	31.9345754	30.94129723	29.64965056	10.39753372
eco_gcs1_t04608	121.6868726	19.02702964	35.99833785	101.0955433	23.66479576	33.02480338	99.3438011	35.24676148	31.77787394	105.6988778	41.97133535	33.63454597	130.9099047	29.27416728	40.48503497	99.13893312	41.10969887	117.643981
eco_gcs1_t02666	10.39018557	15.06403104	13.45669931	22.04371693	15.06662349	16.76780758	16.32793932	11.35298814	13.67373394	12.91499233	29.05933538	18.16640067	14.35939561	15.41531693	16.87598564	11.5610372	19.39989678	13.77796853
eco_gcs1_t02939	7.26598361	6.466119417	11.95312603	9.934817515	9.121887043	8.25301473	11.97038649	4.988768033	7.909597543	9.111008859	8.352908031	10.22182907	9.628424546	7.893291635	12.10136466	10.59246269	8.091200741	12.26603565
eco_gcs1_t02568	129.8389534	227.8984305	140.5938144	151.8120522	231.7989933	118.287765	214.8424116	128.335599	145.3134239	167.2142844	153.0957288	116.3844053	207.3191501	154.8198816	136.7087722	170.8951273	142.2124358	147.6771383
eco_gcs1_t08157	1269.87588	2128.532875	1830.999248	1479.064252	2205.981874	1602.387734	2208.16314	1671.152883	1726.525225	1562.799379	1800.216654	1119.436332	1715.604933	1925.63056	1368.77381	1365.543446	1881.719714	1654.224976
eco_gcs1_t03521	74.23705992	59.50540454	61.88120365	69.64063121	71.17868785	47.77439782	74.76857811	93.5525463	85.85017466	97.37833224	58.17284083	77.46378286	79.3963766	66.60311822	64.08498982	64.147308	102.59371	50.40150578
eco_gcs1_t01729	2.713837819	6.403494518	4.297326793	2.348165512	6.371491241	3.695974837	5.159938109	3.240088744	3.353952862	6.935560302	2.679472703	1.507584708	5.184724265	3.346383875	3.810011269	2.154103034	2.297094246	11.30606375
eco_gcs1_t07254	21.6533053	27.38892782	25.42230066	29.72816887	30.78414135	21.79319015	20.98803864	25.82941516	17.95591653	22.9360291	34.64932596	38.71900146	22.03883001	21.37904714	27.36292989	20.85491063	32.48515149	13.27261228
eco_gcs1_t07621	2.492710831	2.007228304	2.225769911	2.221074138	2.724569879	3.443516412	2.876159811	2.898994472	3.062092306	1.746446506	2.430166208	1.058317054	2.324727465	3.123619729	3.449320775	0.647610431	2.310448136	7.529116404
eco_gcs1_t10742	9.706752262	17.07919078	16.4067397	7.050796481	7.907112677	8.702364895	6.942010636	11.90824916	8.718457959	22.28920835	13.21677333	19.33407048	11.09826559	13.99790931	10.75502534	29.3009189	21.23283567	11.43505339
eco_gcs1_t02638	402.3009382	323.2957904	250.8745074	517.2636628	389.579	265.5397779	710.8253046	269.5796829	214.6176499	740.9535004	296.6065827	188.8918364	915.2609411	234.2260703	261.9154746	594.9727999	415.86783	664.0473742
eco_gcs1_t08875	73.7609875	58.22138081	49.59645639	51.61881971	48.48927994	63.84104959	48.52778824	72.22626739	58.23372862	60.38759471	61.60786342	54.28874118	50.35114565	51.92799272	55.79459945	47.11751032	52.81532905	19.00393975
eco_gcs1_t11004	228.2267222	188.6266039	329.1415495	223.1957298	229.0107355	342.2419475	227.3480532	346.246258	380.8142736	222.6159745	283.4945126	321.6991132	267.275407	295.1476193	259.3962601	153.0444217	388.147432	278.2029081
eco_gcs1_t04974	66.13885227	69.72764846	81.75092274	79.04006824	93.12924886	79.2413462	73.70194113	80.18094646	87.88287151	65.09530818	70.59083563	79.40020358	61.81297513	74.7543832	73.40740965	62.63702705	71.86263813	45.35239881
eco_gcs1_t04623	2.642979245	3.466226152	3.336240607	3.049169423	2.742783444	3.623531882	3.142966778	6.495789078	3.645855072	2.853284699	3.356987626	2.639524664	4.290923472	3.200898908	3.448655283	5.557604038	2.515769185	8.492639684
eco_gcs1_t12408	436.9447776	95.1718788	352.4418526	290.472973	77.4152603	421.327247	119.5340344	396.3043798	367.675189	121.5141662	298.332448	307.354708	91.5885618	327.6917513	486.8841063	144.9775316	208.8857903	305.0431292
eco_gcs1_t06970	354.904889	284.1943815	399.9057219	332.7833572	326.014532	347.8403033	316.5371581	352.7828978	293.8343837	271.0727525	339.5753887	287.0021031	279.8929236	357.9708879	373.0850718	192.8127474	335.7281658	409.1344441
eco_gcs1_t05568	216.0141919	258.7247394	198.3065791	181.3627687	237.6204673	204.8138002	212.3881701	247.8716432	203.9985709	220.9906684	229.3813394	134.0633965	228.1491552	217.6931017	200.5242982	159.1402235	210.1922078	184.035495
eco_gcs1_t10597	111.1622681	201.1731196	107.1196486	133.8129986	213.5699543	109.9070733	146.2017617	88.27506961	112.1688345	114.2787366	105.8712117	117.4437896	145.150961	89.17435635	102.9032982	125.8046347	99.79761585	76.32582037
eco_gcs1_t12387	1298.541436	628.451533	1011.122829	795.9806991	555.0740828	827.865055	654.1493037	786.3100643	640.1519985	626.3190232	839.1930082	647.9747248	673.9019289	730.0063768	1229.690491	525.8886066	423.5899501	790.4149927
eco_gcs1_t04182	21.42857425	15.05045901	23.36434191	14.37324123	13.38992966	21.18071486	7.067579835	36.2533695	41.5796785	19.22026841	27.24373664	33.22029055	13.53597491	29.92595881	20.969268	12.52309614	33.8559958	9.975938116
eco_gcs1_t04627	2.672005935	3.562990824	3.574242124	2.953252514	4.580486238	4.116756016	3.113109448	5.488920548	3.09314989	1.784120712	2.588501857	3.372868866	2.692286929	4.87441094	6.071203548	1.308866531	2.173364323	7.411684273
eco_gcs1_t04889	3873.955292	4563.178034	4016.761296	4132.86416	4705.382033	3623.226132	5568.278041	3529.616271	3856.352751	4881.211465	3123.034938	2931.363419	5587.594053	3076.839384	3843.044755	3690.223261	3184.256115	4105.954421
eco_gcs1_t04470	12.66569741	23.715248	14.75899366	14.7014015	23.07907193	11.70547199	20.90820852	15.28768039	11.9670409	21.68629911	14.33250707	12.58618933	20.46750818	13.20400295	8.213636194	20.11611293	14.74568157	15.1422401
eco_gcs1_t02898	6.47269354	8.562360614	10.85537529	4.624212479	12.68794355	9.539184965	7.476727085	5.752838356	4.865725151	5.544609126	5.462546644	3.130795934	5.477883707	11.0590506	6.411100303	1.572872786	9.685149211	7.225677588
eco_gcs1_t11000	149.6989462	184.6261419	125.6147525	150.4917971	203.7633341	153.2220499	178.7216147	136.6740195	148.6744842	167.9930273	139.0242215	120.8487489	202.839959	127.6941483	145.0036719	128.5997914	127.6800087	105.3353311
eco_gcs1_t08819	7454.492884	16515.89087	7914.416571	9153.452754	16146.53231	7665.574147	14384.81427	6406.355551	7326.638612	10163.6353	7581.482093	5849.432126	14468.34113	7863.153976	8843.613721	9663.482808	6778.491112	8973.221987
eco_gcs1_t12489	714.6960254	412.1033154	693.0079023	683.8679126	400.8299204	1060.83698	531.445766	882.4502906	895.0749392	349.7701084	823.618661	688.0209301	500.3655865	765.9662273	926.2004238	351.2122095	716.0046047	482.0318216
eco_gcs1_t09185	14.76018947	13.19321053	11.20230312	16.16135542	12.48255784	8.473406096	16.34244833	9.437269871	7.78288561	17.92157392	6.526262228	10.45474752	24.58982895	7.363645321	7.228590724	28.48966724	9.4359273	7.500278452
eco_gcs1_t08575	221.3848037	217.6491783	228.1567976	211.1201484	232.7766515	259.2621534	208.818422	260.7291088	283.7899238	195.1229135	230.7605852	217.3487747	189.6869135	296.0286618	243.5324639	128.9923622	286.1309764	275.959088
eco_gcs1_t11602	1335.663976	1092.391549	1546.942575	1258.604908	1223.761496	1365.878418	1378.753439	1614.26695	1359.478041	1185.174781	1477.176752	1195.866472	1345.025846	1625.395114	1806.886266	934.8427778	1495.091179	2115.181105
eco_gcs1_t11857	1123.554174	2293.354434	991.455723	1418.474735	2057.117806	1021.491863	2021.684469	997.6397195	941.7874742	1671.767051	985.1181051	791.3356234	2017.252154	871.5618574	1105.048291	1568.768867	749.9722406	1043.210003
eco_gcs1_t05698	643.8981694	608.7666495	518.1885466	554.6066013	668.208815	521.8527134	574.4118807	556.6057469	570.8715533	598.8093226	571.9511893	436.4742807	602.2020729	513.8097995	550.693969	422.0694299	530.7695713	522.8375721
eco_gcs1_t05765	63.49960504	15.64016895	35.55144022	52.84173142	16.70328984	38.12349703	35.57484637	32.88649511	36.78481816	36.99265917	36.41420432	43.41563678	33.38782949	33.9023559	46.48356237	36.69344733	37.9650236	41.83987252
eco_gcs1_t00997	80.66493169	109.2590397	67.59861285	88.29445276	101.0415081	75.25511415	91.67172829	73.57934556	66.89456892	85.68649185	72.75207799	71.45021605	88.23554629	82.76318013	86.98624414	93.00265076	62.21966471	36.8128977
eco_gcs1_t00650	74.44791308	33.31116709	55.29904629	70.77077274	41.42480607	51.07337604	78.20039962	39.01681644	50.81196599	99.57213325	34.43011668	53.64871342	102.3341052	47.00727303	63.95458922	72.80516356	48.26614466	75.72881003
eco_gcs1_t07670	3.889193926	2.437425522	3.454459854	4.138645597	3.20030624	4.066190413	3.516222611	3.802694276	3.51000725	4.416066668	4.974746592	7.075940904	5.051491113	3.271695364	3.817408314	6.732111715	4.764197525	10.82037313
eco_gcs1_t01691	257.8765937	347.9975006	238.9923591	285.9205347	372.2406944	220.350922	345.2952381	233.1260993	222.2263714	281.1896175	247.0846605	199.0990911	309.1564843	271.937488	257.7161038	264.1590499	221.5861821	260.5320403
eco_gcs1_t11592	4.852590066	7.275959511	6.777376791	12.00348799	5.569873693	3.57807267	5.39992303	3.504260885	3.213312805	16.29334606	4.361872964	15.82461051	5.816586321	5.57292726	3.79801182	35.3212336	4.372741999	9.020241007
eco_gcs1_t06114	433.2015616	771.8054795	365.4803409	457.9801272	1011.15439	373.1478007	734.9066858	366.2575109	378.0667938	774.7186443	337.9785235	308.8198059	875.7696859	407.0611794	394.0964643	498.5235747	378.0128151	453.523684
eco_gcs1_t10532	194.6801429	128.574775	189.9047708	164.1907337	129.7618757	201.4882651	148.5361987	240.6865063	204.0125905	142.6202182	199.6410442	189.3712715	160.8152883	204.4239587	240.3453718	122.7063347	200.4352154	200.2405709
eco_gcs1_t10660	40.23479475	28.75764002	47.09690149	47.27396317	31.38680381	51.17399482	26.84994178	63.20618885	58.97481724	39.83289084	57.72880619	67.20098447	32.21986965	38.83993078	45.85631035	52.39791597	49.97640426	16.0348345
eco_gcs1_t04769	6.619467888	5.174789012	6.08354515	6.952899673	5.73336686	4.380828626	7.741497869	4.921845751	5.324721879	7.467166538	6.705274	12.81434157	6.862636196	5.175710811	5.814603193	15.42061139	10.76438064	9.488040587
eco_gcs1_t06935	652.2232784	122.5867655	321.7701626	531.8468011	140.3477258	523.1116864	261.9393756	594.0855366	417.5009394	325.7944648	605.289096	376.4826408	303.3626447	525.9372001	506.8525421	261.0102126	671.9169925	841.3791862
eco_gcs1_t07690	208.1255663	253.1187296	258.6061431	176.551541	250.9154683	227.9526996	199.5851806	267.9018517	323.70808	267.2990321	237.4479166	263.5906214	211.0116526	260.2913895	228.7573557	184.7940141	239.4922192	248.1853479
eco_gcs1_t02721	58.68213439	52.50116098	38.06566643	66.55553039	32.86488717	76.60156396	73.23664128	70.42603593	65.2096496	59.93063617	53.0426782	58.93437053	40.15413753	41.38505836	67.99833042	59.96313112	44.29205429	11.51331296
eco_gcs1_t07405	4253.722103	15727.82907	3623.84977	8131.114385	15897.00326	3885.756115	14213.45803	3278.433144	3611.960921	11577.32037	3944.704603	2814.906913	15270.21712	3508.489758	3842.423515	9698.62839	3235.088346	3874.56966
eco_gcs1_t06569	36.45313054	46.75180556	41.39185001	40.44074014	47.45590335	36.99614714	50.04094943	41.25807631	39.13062181	45.8318843	35.64734468	72.05269844	49.74290239	36.33427288	56.79303188	52.30736105	35.76844172	55.37227735
eco_gcs1_t00099	61.02869763	65.35007548	55.51210394	63.66015232	68.86818085	62.75211158	81.95822302	56.41670633	56.84499613	67.07529419	56.31306511	56.59358064	77.14152348	57.58876897	60.72911065	77.94781735	58.14824248	51.90152282
eco_gcs1_t07598	2.706800462	2.261012093	2.240194917	2.321703749	2.904905495	3.777733558	3.168668315	3.202547246	3.450117518	1.778894283	2.706539527	1.285111228	2.608854853	3.331750452	4.044531506	0.739794908	2.446137414	11.92115188
eco_gcs1_t04134	18.02555696	30.09944867	50.72512678	30.35327305	33.99881251	10.70290958	19.41338491	19.49647293	6.846757028	16.05620484	14.95222996	9.188424437	14.03892821	49.8072105	32.89773924	10.07476577	24.19684536	12.73173477
eco_gcs1_t09480	2.656499369	6.82446358	2.962772607	2.420171851	4.41671967	3.753291404	3.215458049	3.243667786	3.440502788	2.363278337	3.249299315	3.038683154	4.044600054	5.137889479	3.704581342	0.923330341	2.310116317	10.488907
eco_gcs1_t00244	16295.89786	22501.11763	16668.94574	17689.67927	25341.77847	15099.11048	24098.61509	14794.15349	17034.43479	19852.85195	17836.53871	10685.13854	24044.88648	18428.20471	12742.50326	14801.53983	16130.6488	16236.92922
eco_gcs1_t09474	13.46953975	29.76962522	21.20988604	16.61479657	35.15254898	21.33325177	24.67255986	25.02052306	15.65725851	29.01582397	24.3624107	14.25833597	28.30392292	21.92645667	9.151525856	13.05965015	23.84517953	8.744721979
eco_gcs1_t07811	7.968858794	13.21635422	9.587697525	9.629129749	8.040183504	4.840971663	6.613787217	12.39836087	8.41364661	12.8421346	12.04495134	15.76749785	6.706158364	7.307760147	5.30767825	20.60022993	7.83825642	7.96434536
eco_gcs1_t01306	2.683281628	2.05288421	3.508316536	2.772196872	3.145025214	3.603363436	3.090827508	3.06015025	3.209158006	5.528730318	3.127268754	1.667966058	2.434765653	3.810743951	3.767479857	1.527100866	2.524074316	8.506819278
eco_gcs1_t12021	3.821352896	4.825004982	6.568555747	6.254322582	4.744012798	3.536584679	4.801994956	6.139595487	8.05345267	4.117187826	10.14440223	11.11107498	4.356620505	4.658668853	3.976358089	20.12349111	6.227612204	8.272374972
eco_gcs1_t12448	816.128567	653.1841374	798.4526689	1066.707161	484.7463717	2535.373176	966.0218779	1607.541537	1076.141377	1219.204311	1708.99527	1092.209355	1012.142564	1026.029841	2223.014918	414.0947213	998.9481097	1846.043041
eco_gcs1_t05822	61.3341358	45.2242775	48.6751679	42.9827235	37.70304077	53.12067036	42.06679334	55.12721203	45.73708629	37.98354463	49.36450782	37.86413119	38.23089871	61.11321006	52.20830247	40.36128191	47.96117993	17.18256945
eco_gcs1_t10333	131.7556838	104.001619	87.95551359	139.2947192	102.4017232	110.536327	133.4951819	100.5663065	138.6655204	108.8171973	111.0277579	121.737972	135.0611997	106.0134626	131.7046692	129.1054937	100.9592436	75.33588142
eco_gcs1_t02506	31.56026515	36.20923832	33.6827643	27.67200164	33.20167365	33.74912858	36.44931612	38.81962905	39.89422567	30.02803607	42.92074884	29.82634895	32.3072872	38.10879504	28.70011693	28.81657534	41.12292329	13.39051132
eco_gcs1_t01455	81.00505227	65.55792553	86.77250838	66.06937865	69.29884925	79.67520464	68.91555551	52.91761969	116.4223507	70.35745597	45.35331666	99.16341545	61.5888195	40.55612602	78.38651235	33.27473709	29.11903573	27.18084435
eco_gcs1_t04056	11.68794045	34.88798988	13.66819422	10.3318853	17.85050536	9.502966983	5.611122423	8.324052226	11.64562729	38.72545351	9.906108048	11.47945962	11.88593145	12.18329664	12.08674178	12.57121431	7.607767993	6.637318837
eco_gcs1_t06269	410.321733	730.1925671	535.1258752	518.0151897	664.6868439	437.7106024	611.5824177	576.8286146	498.5598518	479.082123	488.3831608	429.6922315	519.7559645	624.4217653	723.8188385	423.2437953	486.0116791	563.1718058
eco_gcs1_t11427	118.147272	75.68779894	141.4759987	87.07050213	69.46952551	106.0711612	82.69335891	103.3792017	102.6409078	75.75088292	101.6349906	81.78830164	88.01644923	94.003458	104.9303701	74.67455802	88.79494064	99.0652092
