	t10	t10	t10	t20	t20	t20	t30	t30	t30	t40	t40	t40	t50	t50	t50	t90	t90	t90
eco_gcs1_t11411	200.369402	179.2591342	280.2222737	223.8491304	206.2734759	275.0814165	256.468927	327.1368786	396.6632333	235.2511057	287.6921847	397.3495715	304.9843717	476.6243035	438.6841065	335.9172874	317.764332	293.3818952
eco_gcs1_t04950	55.93187925	41.26457729	83.73555601	51.16184206	74.20771531	58.08861346	62.05597201	94.39644323	87.76437002	77.39515667	82.13334039	79.85107981	56.68497411	4.710276827	79.25690805	78.65175074	95.20937122	81.45994286
eco_gcs1_t09543	5.464768468	5.923467367	6.734553376	1.770242403	7.819935514	2.021826733	8.158537848	6.830758362	7.588328095	3.779933267	6.843516454	5.549085347	4.320547697	69.95791451	4.63129681	2.75089881	7.419587308	1.18545902
eco_gcs1_t08153	11.00234544	6.100444623	6.131776626	14.13368215	9.318425349	32.68581575	14.45320059	8.102472055	6.552036088	22.3400438	5.729586309	3.631033465	6.700332967	43.16661214	9.431275972	4.333227056	6.80121394	16.36546439
eco_gcs1_t07160	8.462829573	6.064085597	18.5820109	7.253803993	8.870865151	3.98130424	7.729933555	10.01157699	11.72874494	3.317262745	14.49978152	19.51107385	7.156665637	2.389372002	15.77776636	8.010193354	15.71278035	26.366197
eco_gcs1_t01612	104.7786328	100.7377899	118.7158376	90.96144422	94.77616177	102.1468664	88.76902857	107.3287476	120.8424376	86.51182092	101.5970771	115.5170023	100.7800905	54.1214106	108.3166821	101.0222794	114.3134153	104.9447224
eco_gcs1_t10812	1.879587511	2.267438049	2.423384571	4.161928557	4.79647264	0.717348968	2.036680511	4.447553042	3.616412577	3.647839089	4.763081147	1.399993332	1.658596608	2.470440403	3.189838888	1.816745173	8.197580376	1.294119861
eco_gcs1_t06167	90.99127552	74.15783047	100.1840385	95.61724491	110.5300329	109.7911543	132.3616155	125.7218378	158.2041351	97.41542612	121.9294912	153.2359328	111.2666272	2338.976619	142.4349631	111.1930983	119.4201082	149.6491207
eco_gcs1_t03792	143.840791	146.9575774	205.5585274	178.3584979	188.1060391	217.9566657	228.4984911	340.7419449	387.7797119	189.6080521	315.3451153	377.7026794	303.3902182	82.5480578	441.8573918	365.4518673	303.709	257.7909891
eco_gcs1_t04980	545.8218777	488.6883323	635.8349325	319.2664261	412.8200802	286.8975562	331.0109742	322.2207283	336.4144695	241.2721287	297.2560269	360.3683369	278.4211502	266.8635479	277.8010733	263.5409193	202.3975748	274.2400791
eco_gcs1_t08760	4.345428349	5.629426111	3.270651438	18.88590387	10.6598953	16.26711219	11.29637491	6.20671665	6.32284964	32.70471554	6.61459218	5.702085774	6.846849144	9.727888388	9.181511357	4.198733336	9.673481192	5.689111793
eco_gcs1_t10931	252.6027199	236.0056048	236.699231	173.1277466	200.6848027	174.8341916	174.4808578	168.3418902	211.8515682	127.2077504	195.6246662	231.2148932	180.8843838	77.92631382	154.3783319	174.361623	163.3230964	140.782439
eco_gcs1_t06845	111.1114363	104.4350892	103.4000762	81.21273574	90.61827766	88.68130644	87.70526633	102.0780287	92.03745668	75.00748161	97.9169409	88.94217662	90.84132426	33.35800081	83.14233951	92.35803488	85.65794007	78.32461066
eco_gcs1_t01943	41.20913479	42.91208702	36.98664774	28.56222716	37.52431976	34.06033021	32.06195741	47.82918283	46.14689907	33.85949811	40.75362663	37.18400374	39.674483	18.33328872	45.253007	34.04754127	54.16171457	48.23798178
eco_gcs1_t05000	42.54975686	26.84261756	23.79806427	23.27763866	32.73063251	24.16403156	25.54613326	17.5483967	19.24666859	26.15720076	19.97331044	26.28975479	31.78368167	21.82570962	22.12770531	34.70571518	19.63740548	26.21179358
eco_gcs1_t12334	10215.85227	5184.472758	3244.046648	6508.540719	6955.809488	1822.05507	7668.366362	2486.809211	2260.086416	7447.992873	2383.364913	3513.416131	10806.80087	24.0036027	3067.757791	6367.072688	4246.895319	5420.209616
eco_gcs1_t01857	686.4605485	529.4118486	717.9516435	553.176293	647.0006017	696.2176085	711.584701	770.2599278	1071.9724	754.2953384	792.7883674	1234.554612	1077.350043	845.2609853	1183.575305	1453.140275	1170.653173	1394.353583
eco_gcs1_t05626	243.1467408	271.9899623	199.0246293	233.1854401	248.7847281	241.2241113	248.5067964	248.5390069	270.996959	252.3250152	292.3331391	255.8806262	315.912828	353.6332349	279.468787	389.3481654	257.1823888	271.5939885
eco_gcs1_t07622	1.993400016	4.534556879	2.090042556	0.522026517	1.269235848	0.530574666	0.837510263	2.014878485	1.217028551	0.344385535	1.006390156	1.287296365	1.042024027	2.466321006	1.205910473	1.828149474	0.844294105	0.455202228
eco_gcs1_t10533	20.71104215	19.91727161	11.09505004	8.045696907	8.301518056	38.98387266	7.690463043	10.16780774	7.340285986	16.39750934	15.35597817	5.302217357	14.49707951	39.38581788	13.30538755	7.101114182	14.08065399	18.46206483
eco_gcs1_t10249	8.374998739	1.726796009	5.575379137	18.9161286	12.52481259	29.13890607	11.83364464	7.17808839	8.906523085	22.19652739	8.494869172	6.297088257	9.73184592	23.9909314	9.353418049	3.396131361	6.808815478	17.6786208
eco_gcs1_t04711	4.190688438	4.188127609	4.425347966	3.327788923	4.337817118	2.496085974	2.899768859	6.283627642	5.833348598	11.02591173	6.561103564	7.320158022	5.004888939	32.9090155	8.483364693	6.982559229	6.243821803	9.546656787
eco_gcs1_t00079	11.87514918	10.09384048	10.08937561	15.53185678	14.67777476	24.76362513	11.71460641	11.64649381	13.62103864	29.37487638	12.96643964	12.27329834	10.14680016	20.86286439	13.99899882	14.74002906	15.31903057	21.4294798
eco_gcs1_t06124	1.081854212	0.963721283	1.346144281	0.464321972	0.737913258	0.47820463	0.815247729	1.228152498	1.080077267	0.434304396	1.614414395	1.256782362	1.565267952	5.675967788	1.469894936	4.65838711	0.978813992	0.508688217
eco_gcs1_t00949	1976.326425	2450.975488	2135.967838	1409.869446	1696.838369	1320.347575	1501.787268	1558.692021	1653.822414	1127.230449	1498.612649	1607.817769	1641.361739	6848.731904	1387.556047	1744.703494	1291.985485	1076.678766
eco_gcs1_t02128	479.13208	449.9937364	499.7617075	420.7213375	479.3286347	371.7164656	515.2880447	475.9478835	541.0486911	443.039126	431.3465061	570.6264819	662.3120541	157.0376285	566.1975156	726.2376543	513.0863131	383.8824328
eco_gcs1_t00048	396.1522087	349.3081602	358.8995332	305.9287122	383.0894145	390.1263843	337.5374692	413.7913748	451.7488031	278.774507	476.7535848	433.8644315	393.597658	167.082935	433.8426098	460.0388528	298.2006963	330.4843911
eco_gcs1_t07153	200.3537042	191.719731	276.3826949	234.1429093	251.6344827	219.7011594	312.1302463	333.1682312	395.9212016	272.8246347	333.4551561	460.9917625	474.6053086	26.43127847	444.2879567	427.8389724	329.7881215	462.2995823
eco_gcs1_t02737	7.069585936	7.990978639	9.763308723	13.26671418	8.780242946	13.91175152	15.26988533	5.288724817	5.626034739	26.31927526	4.229125076	7.791634684	6.825084157	533.3952883	6.305853598	7.160653308	6.16344353	9.962731248
eco_gcs1_t04039	10.40207317	7.624459784	6.009840061	10.43424015	8.733648824	13.90757241	13.4320767	7.63574475	6.378660404	15.71176569	8.061955315	7.75535438	6.388485286	105.753796	8.331171934	5.153890868	7.700877119	5.307846311
eco_gcs1_t09994	101.2205042	88.53943436	51.40774071	74.84485707	51.59702818	66.90452747	54.99129827	40.22471614	49.7001893	61.15888703	60.39860923	50.05362057	84.3156836	102.8658401	43.70213148	94.30061061	36.64379207	72.21500754
eco_gcs1_t00757	14.97617477	12.93797627	12.17192921	29.00925575	12.98877706	19.82792761	17.33755654	12.09812445	15.28512181	33.02233612	18.13202713	16.11612089	17.96843345	16.71540172	20.86436742	20.24197209	13.17556865	23.06997458
eco_gcs1_t12242	621.8321511	586.7337905	535.813387	526.5752893	610.688949	553.1833902	577.1664082	547.1563117	524.2323887	513.0665899	527.4179665	502.4331503	572.947465	579.5935839	462.2776952	610.2745906	572.4985401	499.9324172
eco_gcs1_t09803	82.43907102	100.3405042	108.7960637	57.56476092	73.2985521	61.62546713	43.19616437	65.229921	56.90027284	45.45668974	62.86710555	39.71332219	31.95498943	17.11993029	42.76318621	28.25074267	45.41058654	37.22643136
eco_gcs1_t11470	1667.701323	2043.300435	2169.291145	1208.228806	2128.532101	1473.288221	1427.732227	1733.178079	2055.415698	1065.616971	1579.315426	2015.120009	1451.720597	3585.195126	1782.701469	1584.378259	1294.527425	1214.236898
eco_gcs1_t10900	169.5401758	150.2101403	188.4969435	152.8309339	164.2374553	99.9396375	159.792835	183.3596152	181.6739064	124.2558216	185.7723476	185.67459	191.7565071	98.11164785	163.1369449	148.2748222	165.863929	141.1191859
eco_gcs1_t12363	373556.8889	472371.0265	348210.2806	312491.6872	333056.0496	255720.0503	415286.3119	333990.341	371770.0679	317901.6247	340583.5821	425979.6146	473025.0236	317497.714	413987.0552	502676.0858	332738.3319	304794.4989
eco_gcs1_t11762	12.89328972	13.49201412	9.570074121	24.68478397	14.16311611	22.29400288	15.65581232	9.596744351	7.552107646	27.39627637	8.197292424	10.62364102	14.17258969	39.71772365	12.54342833	10.42362392	14.66867322	17.71426534
eco_gcs1_t11808	76.88665015	75.5717024	71.9095896	90.55918276	68.19979206	105.7091915	104.2121706	103.2758181	101.0103833	121.4098719	107.4707874	114.3522686	168.735899	88.8932682	134.2698773	183.4031077	115.7477944	120.7741009
eco_gcs1_t04484	49.91020785	40.51871464	52.85788126	44.57615687	38.91921493	42.52750596	50.53373951	52.03577561	50.22085585	36.73862753	48.90728955	54.6760341	46.26361054	457.5029566	56.0606504	43.39403392	48.3311573	66.16580854
eco_gcs1_t05101	4669.404886	5748.519096	5059.451785	1370.846307	2526.806031	1521.680499	727.9970784	1379.461721	970.2004178	340.1086492	558.1901955	545.7836375	351.0955417	3470.078013	415.8685456	338.1684694	121.6835544	182.7717846
eco_gcs1_t06433	95.29225965	104.10209	128.4465878	120.9642684	135.5076027	163.340854	141.1666093	199.7364289	261.4390648	146.7347095	275.3807987	268.4697556	179.1430158	99.69742429	270.1773465	241.1183736	253.3829708	245.6650973
eco_gcs1_t11890	59.44664906	58.46327048	55.21283167	59.55116184	57.14155218	62.43843864	57.92660036	47.17461713	41.84998192	77.37398187	48.15472442	41.70982562	45.39034717	52.99949904	50.16322808	35.07897519	53.68503712	52.88040801
eco_gcs1_t11559	79.35326978	82.89652496	99.26414752	98.50311413	107.7930421	89.26680374	99.01081276	96.86017047	109.0688667	121.6450197	86.45114339	119.0156098	127.0158665	57.9980404	117.4369588	120.1186025	101.4970542	128.5164794
eco_gcs1_t05160	96.66562066	102.5121586	112.4875606	80.76881003	93.74768882	64.18688068	80.55405477	90.15392041	88.70839637	71.27633898	73.09666824	98.86185204	118.1035555	40.4484246	92.1636345	88.68899368	103.2785649	119.989645
eco_gcs1_t04677	259.082105	332.4551853	297.5364127	142.5080205	245.8806958	189.4990514	139.5404872	238.7302718	155.7202753	116.01903	182.3179015	157.9330534	129.8721574	484.4284333	165.6929284	165.0304557	120.2310182	128.6286996
eco_gcs1_t00895	655.3388565	677.2510283	500.0710439	425.6716284	566.5615592	252.7710007	384.5681949	332.3143446	306.8849998	240.5397846	314.9652508	263.2649379	304.4458369	430.2965931	258.1674684	332.6956151	212.65265	181.0564151
eco_gcs1_t08015	3259.308942	3410.19777	3250.662076	2471.037058	3408.095379	2798.12817	2840.995596	3299.189432	3676.182885	2790.847895	3072.926106	3844.01043	3512.084639	2213.282762	3757.426143	4658.592707	2758.44308	2502.478864
eco_gcs1_t06809	46.94370344	39.74203208	49.94779471	48.6081014	40.35590088	37.82670436	41.0383119	47.53066126	33.06947079	44.05939577	34.44326011	40.36050822	42.96472188	89.66875521	42.1583474	32.75639916	30.43831688	34.82205504
eco_gcs1_t05804	3.827916922	5.470834453	3.55107237	6.728291452	3.803304368	16.67711925	4.117459697	3.694151278	3.494668173	5.439750837	2.052755435	3.422013978	3.429742949	16.94349635	2.700566528	2.519928294	3.143632954	6.777436194
eco_gcs1_t09563	54.83411948	83.07597209	69.27227683	34.34377992	46.04875691	34.26759642	25.51896864	50.99244834	43.0370823	20.34709231	47.75442548	30.35492466	14.71561028	69.96050173	24.2732229	20.14934313	14.6408274	10.13022404
eco_gcs1_t05926	17088.17394	15486.37826	13355.33364	9723.217599	15912.91174	12415.55558	11648.97105	12978.56005	13609.71203	11500.93452	12486.55969	12945.42969	16487.305	24179.67437	11799.38296	20409.64884	12015.03665	14022.27907
eco_gcs1_t08753	8.19783108	7.331055303	4.747727786	14.05261486	9.000627923	16.38476776	10.73792874	8.08703766	8.292381877	16.44533601	10.56245067	5.669171648	8.297087528	11.55934064	7.693771548	7.042652893	9.967323059	13.70958259
eco_gcs1_t00010	58.53504522	58.41899906	68.52003839	50.59454795	45.50096128	53.56955419	50.01678298	61.13032017	57.11907716	43.56681135	55.76344223	53.57678743	48.47465563	1835.296764	56.61669922	52.8315319	54.69614301	62.22566879
eco_gcs1_t06172	2543.982199	2552.683816	1685.376181	1560.120177	2281.88335	1170.732624	1041.974476	2206.246207	984.4256243	567.4637479	1826.955286	852.3417534	883.6055365	1727.843898	925.1657337	724.5405073	319.3724667	599.2582148
eco_gcs1_t04197	26.14644781	26.39363778	21.98650555	28.32672756	30.90336854	21.37636247	35.16502261	35.95044506	40.39035417	30.43995462	37.1308683	36.91965276	47.66538938	7.791124669	35.47407491	59.35833339	37.63089778	33.65024571
eco_gcs1_t09630	138.1270136	148.8991257	128.2448996	115.797465	118.1770694	119.1067948	147.4114044	115.776871	164.1634027	98.6319467	127.1149107	167.57972	143.978777	945.2506937	157.1893223	164.2822928	137.9877348	145.9620696
eco_gcs1_t05812	17.73957504	16.76722809	19.65584758	35.21437609	23.13330838	25.08954861	16.39012522	8.828011856	14.64397192	49.15818819	18.37763127	15.01311435	13.50307138	32.25249951	16.94247438	13.14819558	14.52779851	25.17050756
eco_gcs1_t05605	30.83750549	27.70547361	19.28641069	44.41648983	24.01018792	56.67621653	37.64595717	28.98847338	24.42036018	71.0409386	33.93688542	29.83258134	28.71659976	61.59670618	30.75294009	22.56981965	41.24417097	39.72816641
eco_gcs1_t06903	137.912488	90.69892769	104.6989549	100.7592004	104.4525471	82.26821711	105.6111009	93.4541888	95.12980673	97.59082034	90.50734312	107.7623256	122.8253318	42.87379073	110.1964185	114.6311124	83.55670443	98.68161653
eco_gcs1_t08675	2520.343684	2079.145812	1904.670254	1628.598494	2306.006203	1510.423931	1921.352123	2051.05543	2123.61279	2228.205031	1880.251092	2423.490241	2215.772278	1527.267831	2151.855047	2759.943908	1761.754315	1564.806611
eco_gcs1_t08508	11.11828795	19.23101848	18.50466529	18.9863782	20.04809675	6.247867197	17.65419318	21.21828435	15.86415587	6.362630154	26.61502245	11.34582629	15.08102524	5.019473392	8.614169035	27.91644445	23.59486473	13.7266572
eco_gcs1_t10363	120.2484319	99.36868581	104.8225934	86.91048087	98.30843432	103.5680383	90.1690733	71.00004527	84.45650366	86.85037115	71.94054273	80.35574183	71.75812286	74.76851413	74.13838091	87.80369531	66.93314348	62.59511128
eco_gcs1_t05204	19.72864149	18.48259938	18.92662925	21.15421646	23.06036789	15.79838493	22.58221637	29.47485231	20.54933512	16.47077216	27.04297699	17.11861687	25.05939961	17.50114223	22.51579669	33.21336013	37.02790109	18.54796043
eco_gcs1_t02327	79.66642129	64.15857866	107.0587187	65.22844115	69.37081965	96.84547923	90.35227172	85.40579137	102.2524307	81.36868596	85.27205208	115.791347	105.2493286	58.85196936	131.6459807	107.6137005	89.02217786	136.4413882
eco_gcs1_t04266	535.7102219	475.7152083	418.3280268	338.8040101	368.5817419	229.3248142	306.8162261	253.806378	260.8164367	202.1000627	266.2893022	277.5168329	313.6489039	1270.666144	248.1938552	332.7824644	192.5304629	248.9917988
eco_gcs1_t05343	20.04700772	17.35973674	22.46991432	28.96599145	26.11759388	28.04989795	25.18077962	29.55852953	28.03944613	38.68741232	32.17597229	25.71604521	32.61414739	32.69721785	32.34923775	34.92112165	40.63482197	34.37047089
eco_gcs1_t04303	43.24315107	32.22481113	43.09006337	35.25259588	35.8129945	44.27940651	37.72373738	39.59269282	57.15833757	41.58569424	44.81972478	52.88048586	44.60859856	450.8572755	47.71002627	56.21947802	42.02373186	42.77719274
eco_gcs1_t12350	8.342961352	6.733809301	8.276847181	7.479694781	11.79646088	10.05175032	15.38510222	14.15800514	21.96896522	17.25963934	13.63222926	15.61265904	12.4495337	6.964048756	16.8058155	12.34788253	8.323358558	12.90945762
eco_gcs1_t10893	3343.383515	5194.478295	5001.530287	2556.314007	2650.683907	2776.683855	3046.660655	3142.040263	4119.733065	2225.885718	3265.229539	3807.139005	2998.530552	1324.809043	3159.409372	3073.062999	2405.013248	2518.97344
eco_gcs1_t09299	9.741389826	7.415052331	6.612029611	14.1846099	11.02015763	24.63150029	12.24967138	8.959393172	6.322969969	20.43346014	8.134894339	5.68770469	6.762546509	49.69346709	8.458851037	3.544139515	8.098611235	13.60393923
eco_gcs1_t04914	9.908056251	8.162627346	4.485890707	7.093819942	5.075392376	13.93023656	7.704851524	12.32972138	9.064895931	15.21310428	10.67142881	4.673822377	6.635119229	15.36514873	8.262186078	5.074747564	17.22456299	8.274845029
eco_gcs1_t11208	449.1045111	420.0150152	614.3674795	517.0444436	693.8310205	1082.76111	761.9201217	1316.121793	1578.272929	755.048017	1677.443059	1589.660689	1036.935885	361.4378928	1487.203036	1432.771826	1180.562037	1398.697491
eco_gcs1_t04237	58.78332449	55.40251048	70.90721607	76.88230908	63.89461713	54.96739497	66.05013363	82.69028956	67.85816518	72.62163256	60.59631172	57.22527851	54.17147685	58.7389871	63.15993289	46.69726923	91.22709703	50.35616706
eco_gcs1_t00796	14.90899863	15.38153266	13.99599087	24.59587718	16.28460225	20.66441534	20.48906848	16.50953578	18.30397163	24.95962054	17.41803714	11.601766	13.79550725	26.02806553	16.64294734	16.19313536	16.10986365	19.62718421
eco_gcs1_t03401	589.5463683	801.3471232	959.3511215	372.593797	388.4903258	387.1745808	524.803977	451.3126571	606.2559129	351.9402462	470.6639543	594.3658665	556.6302374	52.32842626	537.6010709	512.55239	465.1971235	328.2716602
eco_gcs1_t02685	19.26045439	25.0405325	14.98418891	16.09363468	18.27856836	16.20099923	18.26561862	18.70561481	11.42923218	15.41752233	15.94668963	6.837588631	17.14608803	26.92411449	10.51388367	11.28488805	17.53231181	15.96332632
eco_gcs1_t09386	10.82956546	11.90734727	8.973700011	9.421988494	12.17673115	8.708470422	10.76069657	18.75272981	10.79067289	6.598100263	11.08363656	6.81178523	8.987738307	7.117144401	6.756504334	5.323382502	17.10585913	10.50409252
eco_gcs1_t04523	5.531508531	6.109971998	4.990597544	10.34439633	2.587159661	7.660729525	1.565118706	2.545065311	7.082215326	15.74758331	9.476138536	8.466732193	8.690074522	12.68734342	10.81753369	8.134328122	7.279788153	14.06126
eco_gcs1_t09573	510.0547671	420.3229293	837.5393818	228.3255179	291.4242777	364.4870977	227.605869	583.8717928	506.7306326	130.3956006	482.9776674	408.4350808	229.1303146	175.4201682	397.1160505	208.3724558	269.842155	210.7925555
eco_gcs1_t05761	91.87209044	89.60517652	97.15652888	68.86928559	83.95183653	62.91081745	80.0494591	73.21414321	79.57529333	61.06129485	75.15547099	82.16130666	79.34671444	200.9444896	78.35962699	71.27277046	69.67106192	68.01529038
eco_gcs1_t02418	18.08008041	14.73017632	18.74528889	13.66188929	12.76023768	12.76599421	10.8024629	16.72466545	17.18162919	13.52339429	20.22428597	13.00304916	20.55792178	24.82832075	19.84267975	20.22904906	15.38466517	10.08177515
eco_gcs1_t09143	0.769423402	1.036071642	1.332781904	0.549428201	0.558677183	0.409219572	0.498178337	0.674161123	1.07348353	0.423037094	0.742393715	1.226734721	0.96240289	2.389548399	0.767737051	1.803394134	0.560724186	0.418194735
eco_gcs1_t02235	585.7550941	633.006846	750.975526	410.0198967	545.5146228	447.5278103	421.4333517	523.3331217	577.1604074	248.4667996	574.4448318	455.5629327	323.3777003	150.7422336	423.7009953	365.0061113	356.2404852	316.705703
eco_gcs1_t10374	9578.798516	9629.022236	9825.147133	6428.746063	9953.145393	8555.277106	8387.320041	8396.155639	10332.71194	4664.642514	8192.814707	9229.610969	7413.013361	82442.89983	7912.876614	8388.58973	6123.591947	6165.937527
eco_gcs1_t02700	27.99865457	25.69362404	25.8331344	24.87899371	25.10522388	34.60554919	26.90385285	32.0808277	39.900545	37.68161414	28.42128675	34.96524545	36.29631093	203.1216362	34.972697	38.05281742	31.87360004	39.31789492
eco_gcs1_t10676	6.386816461	6.325426339	5.243863538	11.58154053	10.29822575	20.45282447	12.55814652	7.496652402	6.207839287	15.16619469	6.457863881	5.262790546	5.370734193	4.926712287	4.76823351	3.164937242	7.219026225	8.492864032
eco_gcs1_t00197	441.5942391	465.5274133	628.3833848	380.9914171	366.8809136	399.0675606	360.620653	448.0968078	489.6744094	253.8437011	444.7249213	517.727196	376.4836513	216.6616651	479.6784162	368.9454308	410.4646333	395.9872489
eco_gcs1_t04919	148.8376214	125.1206757	128.2471348	98.8279593	100.4378509	77.9743615	100.7957005	110.4016639	92.30435199	75.73875954	98.50024485	100.962964	107.5034778	234.1096005	99.88711108	140.8871102	104.4583992	80.82588385
eco_gcs1_t10847	22.22137138	23.04469824	20.48376537	41.4747599	31.7657882	40.94303503	48.02358466	33.58726965	33.43001707	51.55403659	30.59247067	36.38260403	55.18348343	17.15317462	31.70774589	37.89892413	24.43489545	35.7763437
eco_gcs1_t11141	436.1153476	483.351105	494.4885958	388.2413041	408.9923752	422.2942589	384.8133909	485.4735836	546.2651621	354.5350737	508.6098309	503.5769263	465.3994259	830.7016467	498.297605	495.9874636	437.5726844	417.568191
eco_gcs1_t00776	1.007508748	1.138994049	2.190369045	2.164774702	1.702687	0.629991496	1.085218707	2.941406689	3.444370134	3.238794872	2.401208857	1.627379493	1.074591482	2.291044074	1.151740648	2.130219776	0.833890246	3.571681997
eco_gcs1_t11399	285.4363334	198.7735788	297.5941193	398.3099358	340.4649209	316.4543789	249.9186602	378.7878791	269.0807687	132.2296001	411.5238822	273.3239233	193.5058779	44.21419246	230.0628449	120.3289914	98.78667009	220.428463
eco_gcs1_t04030	29.35188459	25.29365893	22.43272751	33.55051837	24.25947996	24.90455006	28.26244735	22.18247739	27.15457663	30.70520012	24.78233037	32.7399494	38.66692782	36.84855554	30.09958617	42.656846	30.38942003	36.00614765
eco_gcs1_t07555	236.8164982	189.099675	240.5647774	196.9722036	212.6517194	189.2102948	196.7359891	198.2424983	224.3454364	180.3833938	199.2372494	265.9498043	262.6016126	109.7139885	216.5709864	246.4430222	183.0176898	178.1363212
eco_gcs1_t10520	142.0341609	167.3999387	142.6285727	135.5774645	139.2785241	101.5937305	132.4944961	130.076446	115.6738431	95.66461321	130.4230843	104.3484317	128.2382086	75.21323046	97.90832267	115.8568447	139.034838	84.38217419
eco_gcs1_t10954	198.2672937	195.1514523	198.903209	164.182152	163.6820899	133.8249766	136.6499063	154.1717492	142.0242548	84.23484159	116.0056282	141.7023025	129.0708924	127.4347737	137.9708261	143.9036635	95.55657748	102.7076686
eco_gcs1_t09127	72.32503083	73.41236847	55.24020762	87.10862349	91.33467415	68.92362684	84.85747534	70.55078648	81.77076979	94.45698131	107.0952152	70.75232003	74.37431675	25.80150302	80.2264985	86.33771597	83.98065822	88.24913167
eco_gcs1_t03845	14.68866318	13.37455936	12.98085669	18.86745662	7.79037042	15.99207096	12.04607734	6.857010486	8.322839364	22.45706883	7.522964704	6.590930777	13.18036996	14.60085045	11.0363052	13.27160759	10.32331028	14.46269715
eco_gcs1_t03447	6.530283727	4.92259447	4.363662438	11.37923662	5.983568492	8.840041671	6.521806874	4.58415493	4.479513819	17.39863689	5.454336612	4.09669646	5.255052943	12.85310373	5.585620895	3.681451509	8.395891742	4.276424541
eco_gcs1_t09061	6.350571751	5.979579465	8.798895544	9.67314053	6.793565223	10.96138151	7.264057255	9.861439855	10.40446194	10.72186599	9.208055617	11.17022739	7.545040998	5.326111888	11.79768672	7.581766198	10.34477141	12.25428105
eco_gcs1_t03701	37.33307589	41.84119013	51.25508294	24.26040338	26.17366948	21.93371119	22.55287087	19.039117	17.98130176	14.61171124	12.80503115	17.7744368	15.21162608	234.2686073	19.79454254	18.61354005	12.04876988	16.89786916
eco_gcs1_t00719	226.5016684	259.4910535	282.7465753	217.3932986	199.4236565	186.5447449	246.3071041	280.6309148	341.4217369	224.507089	356.0059469	310.022296	306.7839569	84.81041668	335.4121833	360.9368502	260.1075142	238.4242926
eco_gcs1_t00023	1074.273399	845.5520668	883.6380597	695.1291437	865.2764128	637.3159279	725.0599889	890.5916292	765.9543596	658.8481613	774.6917717	762.5541893	768.0024109	751.1170606	769.9632243	718.9011568	694.3460667	695.8873522
eco_gcs1_t00290	31.34049637	31.63341888	32.15952684	37.88416896	31.94905237	39.72891565	29.26360079	31.08526142	46.66979461	42.86500921	36.47480901	41.46389388	43.00227595	39.84564266	44.33347876	45.55176579	40.82699401	51.14384106
eco_gcs1_t10164	32.30177298	34.71336544	35.23765592	46.15197757	44.39921597	47.03282856	43.93796001	51.89399352	61.74857833	42.2959599	56.97099414	61.41567486	44.03692399	67.89812304	56.74245266	46.33527577	53.0790798	48.1037374
eco_gcs1_t09753	13.54389571	16.18880142	15.05930866	21.67763172	16.1754152	19.21784553	37.53902277	19.97241608	32.48487311	38.69840531	24.64912655	41.40296677	51.53727779	7.620095174	33.04364902	76.02274234	62.52675243	82.04989838
eco_gcs1_t01352	21.19107803	28.60095863	22.34146539	25.12394072	16.9266052	8.397370736	24.58823056	19.52590644	18.22566363	11.86896155	23.91466671	22.14177839	30.34129264	3.135879022	20.45888081	27.94327614	28.58641016	33.48149043
eco_gcs1_t12143	21.84325149	22.83700782	20.55527542	41.39282734	31.30545834	58.19286183	32.28020953	22.40281476	22.06430246	64.92451716	18.55650005	17.52587801	15.45307497	46.19983354	22.35986662	9.599623622	24.62733589	36.5146297
eco_gcs1_t11588	46.9169893	77.80674123	43.69478362	69.28263918	74.42787346	59.50821566	84.27877538	65.04046917	43.91174268	72.06829702	70.08464012	35.62596904	48.60358649	53.30027604	42.76810967	33.48125915	92.8970265	38.90121107
eco_gcs1_t11270	16.46200419	9.821622826	15.17477527	25.76334126	22.06760954	34.20896865	17.86733573	12.93486807	9.443219677	31.33485103	11.110327	8.129074986	11.58768125	25.10569931	12.80125513	9.163993522	14.28783333	22.86870345
eco_gcs1_t10872	378.5432205	409.0463061	293.5365528	300.3320801	274.3648417	249.1766037	277.04974	231.4930035	280.5112569	239.997563	257.2834878	269.4219732	361.7297324	164.3260842	238.8525464	332.7304827	204.897692	270.8414847
eco_gcs1_t02370	22.12887255	23.20067463	32.60396516	26.78479067	22.95142356	29.81880252	26.48981129	27.53814187	28.68695365	37.26043401	27.56993715	35.19146104	31.17133019	6.953095796	34.0791419	30.80114278	28.78150056	35.80342052
eco_gcs1_t07910	423.7473111	364.1609114	344.8066308	344.8422445	495.0971418	250.6727161	440.4934555	352.2737611	359.9603706	247.3726908	292.170285	388.0944917	409.3779171	471.7163641	368.9283564	427.4037286	329.7437593	288.7317523
eco_gcs1_t08834	1958.509985	2304.415132	1640.800077	1295.849095	1791.824673	1532.928122	1168.078466	1679.401283	1462.631326	748.705845	1603.587767	1185.093305	1002.680024	2788.622193	1120.357042	1061.584552	588.6114357	750.4308826
eco_gcs1_t09559	479.4114263	670.8004942	478.6581215	265.3404363	373.4414437	307.9331588	245.358455	388.2232057	374.8414391	183.2071629	417.7126112	275.9850423	239.8961405	575.6640901	290.4086053	233.9681812	170.2716602	148.8755566
