	t10	t10	t10	t20	t20	t20	t30	t30	t30	t40	t40	t40	t50	t50	t50	t90	t90	t90
eco_gcs1_t10722	165.0299979	139.8842835	146.3957272	148.2703104	153.8198075	137.8463833	184.3823887	162.9999403	205.1129544	167.7594426	177.6608569	254.2219662	244.3531481	20.81675076	240.6510972	280.5923505	198.1955267	279.1302638
eco_gcs1_t05243	127.1376344	129.7579262	106.3581635	125.3786873	102.3292258	85.63197909	93.46084649	127.0166217	92.12069232	79.18622481	104.8848812	91.85815033	109.4067378	76.19531054	105.2679919	82.97639688	73.71787038	86.07593389
eco_gcs1_t07367	5.309685734	3.224626835	3.287951279	6.873380641	3.210978489	2.792473292	4.030876293	3.322477892	2.446127174	4.613106679	2.413823125	1.867294031	3.033905882	2.589256538	1.461611431	3.456789236	1.647518635	4.154784119
eco_gcs1_t07577	38.99237242	36.88255302	54.24165711	42.62902771	38.53983695	36.29272184	38.40505021	42.8087608	34.94040069	28.50953101	33.69274791	36.39415194	26.22527377	17.27330995	35.67029584	26.8200148	44.78998877	41.67901789
eco_gcs1_t06552	14.48941219	18.21743343	25.96194492	13.63072609	14.78475358	6.484626242	14.69370094	25.06231252	15.55477505	6.091392545	19.16153533	11.09147946	15.32068634	11.11411374	16.2679017	18.91583426	16.81394259	10.64832883
eco_gcs1_t06368	11.9096965	14.03882046	12.77887843	14.40944289	9.156441158	6.188562734	8.332896391	7.324456793	7.812348829	13.50063013	10.00744291	5.399250577	11.09475252	2.653412064	8.116830895	5.980729884	4.957166676	6.942785592
eco_gcs1_t02398	279.0609496	282.9171392	341.4302524	219.8185816	316.8982703	224.9472724	275.8014576	356.6416129	325.9728865	267.7739645	345.7385142	384.069053	372.4002621	121.7529847	351.0086609	417.4202175	388.0815991	414.0532588
eco_gcs1_t01498	185.4189508	148.0337174	188.1439912	106.950877	132.3091474	110.8636107	104.2035967	106.3429076	109.7571824	89.91074915	97.1410246	113.4702158	100.0419319	87.19353636	99.16168717	110.6806395	86.91923013	107.0253645
eco_gcs1_t08320	6.295698338	9.155711812	7.696556492	21.40648692	14.03241213	20.72062625	11.79694197	12.92005233	11.38849684	34.63201203	8.553977926	7.835907763	5.643018318	12.523497	9.599391864	4.647041231	14.28475337	13.63514379
eco_gcs1_t07874	2392.857111	2624.479062	1971.597127	1760.973566	2527.877155	1680.731767	2332.786768	2040.686977	2102.852074	2006.144402	1777.523818	2203.029784	2487.356236	5140.165494	1956.86915	2825.299195	1746.712923	1831.227807
eco_gcs1_t00068	35.16856825	32.19053131	39.89839085	23.54439618	33.39512205	22.31300001	24.98428788	23.77478744	32.05998724	20.58049036	27.04378187	33.63226051	31.66559688	49.90924234	32.49526002	36.35653672	24.89679064	35.31177219
eco_gcs1_t06064	24.70244711	19.48266422	22.26989183	25.94334588	24.148657	29.92580455	30.33913677	28.78457388	25.76721438	29.14564223	21.14312977	23.4440826	19.92765506	19.12670395	20.62830251	25.60881697	34.24781691	25.43095125
eco_gcs1_t01439	125.8239686	215.4423248	488.1083435	225.5324316	244.3480132	449.0241006	331.6082056	257.9741821	602.8336123	276.753784	301.5114897	516.5116298	418.5849968	29.18642671	397.6496647	448.8139633	341.1536445	251.8048231
eco_gcs1_t02205	147.977989	127.022801	148.1803941	118.6601056	143.2988318	121.9454332	126.0775716	183.9733988	167.9278665	119.7553416	173.7957292	202.1559931	159.336864	421.223351	185.1236273	186.5755037	177.059241	220.2423457
eco_gcs1_t08250	29.22648661	31.70073913	31.24195193	40.45268619	34.26980983	43.72072268	63.94443247	39.28336294	59.28347634	35.32334037	37.28545655	52.94695191	62.15040359	20.1676267	42.74600439	90.23804934	39.16096696	65.46679994
eco_gcs1_t05269	210.3691605	227.7844311	205.3684626	139.4607074	217.096885	134.4594397	188.745355	216.3796133	215.5977512	157.398086	235.6575995	233.1728214	296.7136868	18.32673428	280.7740134	330.4216345	197.2806715	284.7495589
eco_gcs1_t09105	28.16824756	28.12633556	26.41876993	38.96971659	30.17184465	50.33396359	29.9362703	28.19698839	30.5738803	46.44975621	26.93193986	29.92688464	26.71161404	50.76881281	35.28307307	21.15456597	27.20985496	41.49692427
eco_gcs1_t05494	170.9877802	267.6522652	198.9705301	162.8632327	174.5579864	135.6648538	107.3293354	188.09638	168.1520748	137.6220368	219.1581671	148.2845662	170.2043701	479.0116364	177.5352385	149.1334771	132.4174518	121.8583604
eco_gcs1_t08492	10.35240656	8.498797761	5.821763963	3.667445237	3.912997831	3.700317236	2.867608668	6.472685087	6.50397784	4.405284419	5.87740271	5.217170192	7.52187257	10.14006479	8.323792843	4.448955043	6.82272213	7.599004156
eco_gcs1_t04416	16.28773396	12.78936216	15.21869236	22.91675319	15.90337378	31.55500634	21.37430936	16.51230405	19.91814475	27.78649369	16.41015301	18.38000835	18.73379687	165.3417993	21.93868785	23.26435938	20.27541532	17.92424397
eco_gcs1_t09837	15.56966088	25.44446801	13.66954712	25.56216369	19.04442961	10.55318123	27.34053206	20.44682308	15.94991995	22.38907756	25.88500623	19.33303649	27.66471837	8.777737971	17.71084326	27.84651851	33.49261376	21.35484457
eco_gcs1_t03178	20.59650407	15.82303074	15.75472449	13.97638868	5.672372594	8.324324915	12.55566324	9.842426354	9.835790925	17.52769896	15.65818301	9.64380152	9.949205468	20.39039349	17.6719942	7.949363987	12.15906397	8.662877152
eco_gcs1_t02820	24.25031256	14.34516707	16.53202777	20.24625116	12.22927591	20.08332349	17.4323452	10.90941788	16.50287192	22.04029119	13.38009323	18.47967511	25.38263777	6.731560692	15.82275424	13.48740426	9.811664907	14.73863434
eco_gcs1_t00401	79.13027346	110.99259	101.1660581	87.0158686	104.5152893	84.00906504	99.02172735	120.0617371	113.6150077	94.48563651	117.0763968	102.062192	100.5712877	301.053533	96.43116407	83.1452532	80.83606061	64.71701391
eco_gcs1_t02703	152.8384487	150.5419815	97.72919627	73.4512678	115.7172661	51.35640761	81.23163631	88.11734563	71.64927026	60.92036006	67.86693363	96.30427789	102.461253	797.7114328	107.5965813	89.06541558	54.94273196	52.19144955
eco_gcs1_t07961	17.28787249	20.88052933	19.82150314	27.13683051	18.85818877	34.00322706	18.09678194	17.091055	14.38131117	35.74750917	13.1580973	15.88375647	19.45632503	45.10141952	21.09878877	13.11634491	12.81094985	18.62876748
eco_gcs1_t08735	27886.10053	29207.87896	36401.83472	17396.29432	15366.70411	19030.72392	15560.51007	22972.90866	23257.7158	7289.266978	26682.07503	18723.20518	14812.94231	45799.90714	21656.88017	14270.92764	12539.42368	12591.35228
eco_gcs1_t11985	24.78868886	22.05765742	21.9836577	37.94776399	35.95943325	42.84081693	46.50832894	32.89411617	28.81108881	45.84322725	23.84457762	29.23734354	26.31708371	27.0697799	27.28103156	24.27517318	49.80786442	33.97379875
eco_gcs1_t05644	73.8048985	94.47074603	92.0146638	69.93838586	70.57394922	79.27934727	73.02376157	82.54510962	104.7850876	74.79735264	76.24314456	99.64874453	84.89832885	3065.999066	93.10100482	77.73748028	63.33080507	74.38653217
eco_gcs1_t08485	35.09318559	31.4289085	33.6114379	33.46573064	40.25238197	32.88821907	24.25501769	34.07749237	41.8894585	25.11486002	48.62481481	29.70524442	32.79117504	326.6719645	36.08150488	34.30541857	27.85363849	33.23402977
eco_gcs1_t11535	52.46668013	62.17975562	64.51870793	85.7927763	86.81980434	84.88932522	76.79790669	60.51687243	60.43675881	86.66326048	61.74624282	58.18442559	54.9784002	66.18953181	60.63367002	44.97587667	62.10872986	60.59105098
eco_gcs1_t04731	2.562043981	4.827913989	2.524975118	6.191123205	4.880853108	3.391916738	7.022575333	5.987760838	3.475506383	22.35929508	4.958458894	5.104061324	6.306929819	4.394027912	5.321718374	6.119252035	2.945945948	4.638936793
eco_gcs1_t11736	42.29446287	49.82667938	40.79565919	44.36347405	42.96831268	35.44942015	44.84567108	48.89607916	39.21504482	44.65388802	67.06832249	47.52861281	52.91459828	362.9414367	50.10277853	90.61460316	53.67053393	53.792549
eco_gcs1_t02974	78.10072542	119.7705331	105.9116833	113.9204213	134.9712184	191.0010656	128.7982626	315.3957116	260.1157073	158.8177496	547.0528811	288.0855089	271.6862144	2.574039005	430.9864648	499.4382018	173.589284	445.3124231
eco_gcs1_t04596	27320.73642	27302.08426	26981.55668	19023.8756	17598.50782	16818.37524	21158.44355	22219.06142	22161.91457	16306.73148	21650.69675	23749.19808	20922.74267	26568.8126	20115.58968	25582.93287	19708.55352	19114.57792
eco_gcs1_t01218	32.34063138	32.25772516	51.91161397	52.09522648	36.51953628	83.01928063	65.59575536	60.95040658	109.0797868	66.23039525	87.47088518	105.1884172	108.1873991	14.86066592	85.81145979	98.8920864	82.72101146	151.900274
eco_gcs1_t05687	1.532766039	3.281882909	1.247971792	1.505140907	2.470480856	0.593570787	2.277561704	1.467491893	1.527278345	3.602320339	4.555892217	1.720701485	2.066433547	2.687665188	1.875846674	3.8731982	4.234890127	2.068506622
eco_gcs1_t11611	68.64968908	67.61724117	84.21118312	75.26119068	66.18463263	87.70066793	96.69757375	126.77741	114.5449878	102.5114821	109.6359906	133.1314545	102.8347025	190.5467214	147.3008465	116.5406375	123.2045542	86.5052081
eco_gcs1_t09204	0.773987259	1.184881141	1.280035883	0.37821005	0.583524797	0.426416265	0.656092821	0.925005102	1.224128456	0.320880191	0.808357398	3.802657525	1.061350156	2.616250897	1.402667023	2.87849875	1.771041873	0.618440986
eco_gcs1_t03692	8.433839443	5.604491499	8.697476605	14.71660311	11.43676895	21.97698862	10.46496529	12.24878033	13.13452752	23.98849367	9.164665325	13.85374638	12.63251676	54.98917877	16.72139466	11.84976869	13.41684979	18.15941887
eco_gcs1_t09968	448.9696666	496.5106913	434.1583588	343.8072994	416.7053905	254.6654288	315.9809429	304.9702017	340.525163	267.8806039	316.1678861	310.9553889	404.8399767	3642.748945	294.0511225	603.6306	336.2281473	350.2603475
eco_gcs1_t06092	14.70235198	9.792745638	14.51276171	16.14614246	16.163462	18.93137621	16.33057231	11.48895932	9.593211554	12.28782927	11.40834956	12.82246558	9.533511696	32.46286837	9.028950838	11.97729077	12.46943832	16.63887416
eco_gcs1_t06575	2146.223124	1981.810811	2264.715459	1419.455367	1610.282064	1369.999101	1494.906374	1797.681578	1790.549279	1211.573763	1689.869049	1759.061356	1498.92764	589.1177318	1654.408526	1759.526793	1363.906561	1570.718255
eco_gcs1_t03358	17424.8418	23789.41971	22428.55519	13116.76	15498.35997	16375.74421	16284.97384	13077.67888	20717.45147	16313.4438	18832.72145	20417.06413	24561.60183	2897.827965	23808.55891	64019.43652	38088.95259	39195.81536
eco_gcs1_t04562	1628.231784	1999.38936	1922.57155	1072.874049	1479.963096	1666.410939	1267.581407	1491.319634	2064.946757	1025.395845	1786.075244	1924.463376	1937.099518	6956.540589	1754.666226	2547.910583	1278.277233	1216.485021
eco_gcs1_t07908	746.0498136	635.7569988	624.0739283	587.5004661	648.2411891	409.4171903	573.4352577	531.5480947	530.6049757	397.462171	510.5937146	605.7975158	610.2617016	218.8838709	574.9406425	618.4715783	353.3531553	509.8507448
eco_gcs1_t00584	334.0448189	327.1719919	309.6625298	265.1619442	263.1905746	294.8247215	293.8291153	326.8684714	361.0246369	298.4935822	350.0136395	380.7205914	375.4734719	399.857489	347.7286511	439.7199398	297.4407443	336.0770842
eco_gcs1_t01988	27.77091208	24.94816458	27.96662133	20.75804924	16.10490259	23.1428813	20.92311415	27.9850133	26.56002475	28.38676454	21.95376524	21.17936426	22.66030182	27.27919752	23.6893132	20.52487845	23.77420314	25.80020158
eco_gcs1_t07299	2397.106428	2363.65952	2991.209078	1694.160032	2283.627081	2234.448036	2085.073549	2964.924817	3184.084627	1494.936638	3112.030565	3189.579292	2467.910321	3427.046336	3319.567458	3464.777995	3071.3178	2386.910512
eco_gcs1_t02274	285.8726703	296.7199754	409.4976935	220.404108	220.7349407	181.3920696	209.4350434	278.1066643	263.4822272	154.5780865	259.3971994	313.0667879	273.9893318	723.9533355	338.4799912	331.8802373	294.5984361	335.5167316
eco_gcs1_t11196	110.1370993	139.1155267	104.3395428	131.6566207	140.6314535	111.3519037	159.1721352	193.4738913	200.5468633	134.5696715	206.8639788	181.9863255	146.0549744	20.53441523	184.1753787	239.6696385	187.2496492	114.6244191
