	t10	t10	t10	t20	t20	t20	t30	t30	t30	t40	t40	t40	t90	t90	t90
eco_gcs1_t09917	65.74542031	133.7949154	164.2419433	31.62271342	58.71740835	51.07409904	82.22406475	142.539549	43.02126351	37.58377068	120.8470759	84.50940906	35.09378154	44.86793587	43.09465683
eco_gcs1_t02613	449.5117984	453.5527747	532.2468914	424.0482843	432.102388	407.876542	399.8658147	547.3468592	357.3662427	468.7737087	567.7999516	547.6087272	469.324833	490.1834453	481.2378285
eco_gcs1_t02312	346.6906538	266.1840321	163.9751954	479.2146056	602.0226642	678.4670817	261.7612174	172.2998152	788.9121403	343.7281466	206.7933341	161.3408938	348.8638208	334.2243589	338.7709393
eco_gcs1_t08719	23063.48836	10856.64502	1816.040733	17516.89893	9181.163554	11523.60177	18846.04715	2475.235066	13005.38853	24785.12146	3483.438031	11045.79089	77327.66278	30518.1603	45458.25989
eco_gcs1_t03124	35.66018673	53.87491387	75.40925639	30.21351071	67.70553563	54.5602218	75.16081227	60.44101692	48.54343999	29.995963	36.69697821	26.34266828	29.31574577	80.72738487	43.87803352
eco_gcs1_t01795	12.25805713	29.90321097	35.13249443	12.27018695	21.97891828	11.19665669	10.6257781	46.35608504	20.93501842	13.18465836	31.35178279	34.53930701	11.15524228	15.38213905	9.868259945
eco_gcs1_t05426	635.4969465	390.2584038	338.9453687	493.2482142	323.3987567	1877.142414	623.917736	242.0290174	2974.412954	799.6047496	300.6304471	371.104608	778.5824271	445.103393	554.5065413
eco_gcs1_t10076	186.2011992	993.8405876	178.0519973	250.7969257	299.8329519	272.339405	218.9268946	183.3172302	405.7934645	259.9854711	157.6033322	126.2924289	316.3975506	218.5709415	187.2995605
eco_gcs1_t05850	15.71603645	72.770535	107.2367042	20.42686054	43.28775612	16.34609875	38.11775863	103.6185468	19.73751507	19.42858695	137.6850631	93.9571244	17.34561702	41.93020211	33.36673108
eco_gcs1_t02101	987.3413197	874.1960894	568.1500246	2642.976523	1928.587951	4075.623806	2420.034339	539.4844776	4938.049563	3342.732684	1200.412935	800.4785656	3532.309953	2241.969974	2387.591487
eco_gcs1_t11531	188.8557836	524.0088174	691.8480172	151.268198	418.4190365	234.3380976	358.1476677	768.0972866	80.42268109	180.0001958	535.0880465	719.9194785	131.9333672	437.7260026	405.3781339
eco_gcs1_t08114	49.7836083	58.71761268	79.34500628	40.01802067	37.02485291	27.75416817	28.59957941	64.86968017	30.82107521	64.66094165	123.4938369	67.2376432	119.0337941	62.60064717	54.02745604
eco_gcs1_t12311	9.57803561	3.670714753	4.143266618	13.28840137	6.49307699	9.130266003	9.884503937	5.51687585	18.79203261	18.17601902	3.804140666	7.563401761	16.63125858	7.532619761	7.349027722
eco_gcs1_t07605	6.268834895	2.824010793	2.133126765	7.747900595	4.227727432	7.209961808	4.790755137	2.0811764	18.9205576	6.738164569	2.602298294	2.305898414	6.91212911	2.99050731	3.435649175
eco_gcs1_t01936	672.6429155	311.5685209	259.1977584	1093.267097	943.8388472	1257.566427	723.5851784	297.5280541	1517.656988	993.4304171	290.1092813	231.9364759	814.4089344	404.226586	396.2362127
eco_gcs1_t00592	6.21446289	1.651172758	108.4232908	5.970945458	2.938312025	48.9094314	4.704234513	1.229096202	85.17464176	4.557452241	1.528791155	144.0664221	6.141826842	2.455546144	65.03561186
eco_gcs1_t08357	527.7435813	651.0306621	542.9545056	333.0718863	417.6941192	514.8692675	391.0691771	615.5622791	600.2141391	468.5721297	691.5406603	740.1456818	889.2609137	844.2213334	1065.954564
eco_gcs1_t03361	1158.854903	435.3856204	269.5384794	917.668054	620.1492279	714.1454674	603.2489309	266.0016454	1059.267109	719.8067334	410.532713	238.5458431	455.1048546	349.7606751	364.0575684
eco_gcs1_t06174	990.643481	450.5989615	119.6703017	786.5220891	431.7050972	640.5668521	539.7340388	130.0628415	1010.489374	939.9978116	321.4612751	213.4814912	1883.286403	765.4283384	776.8923808
eco_gcs1_t01810	69236.98748	6912.205458	1825.000097	25790.04356	4617.261678	7886.933379	10879.90747	1424.813012	11362.17002	31166.10295	2193.603148	5152.532811	56262.70994	13297.66264	28118.49739
eco_gcs1_t08811	53330.05368	21347.83785	4163.592536	46680.98611	26840.20783	39013.22166	39841.661	5227.936003	41668.41922	46409.60209	4741.883475	12898.99251	91843.51514	47606.21891	57267.87393
eco_gcs1_t09285	62.07198161	132.1478056	206.1785577	51.91786643	77.30792329	46.78677982	141.0565163	200.4229996	24.08293106	43.03944802	74.17607525	178.1888118	48.25652039	95.03194333	104.3103455
eco_gcs1_t12523	90.66544856	7.090542948	3.088868063	56.46816702	15.78776216	53.30654504	22.05172873	2.735176555	156.4149098	43.38739965	4.52873317	2.997364727	51.41121531	10.91852923	10.75377922
eco_gcs1_t01198	44.5118741	74.93217939	112.0028522	39.93521985	52.28722544	38.8363483	69.7004743	137.2476192	33.20081825	39.79796276	90.86166695	120.4960038	27.68522773	52.46702717	48.75822684
eco_gcs1_t11251	128.5263671	146.222777	182.2371907	43.06790582	102.2927003	48.66814545	109.9319035	192.4291098	25.00138226	43.8299004	164.5667684	178.982487	37.74201666	126.6126666	101.7762094
eco_gcs1_t07310	6421.53707	1867.279757	2034.778738	17564.22203	7063.78265	3845.548179	10219.9362	402.354958	527.6611687	1940.849106	233.1757015	686.3039883	2866.297919	1549.36461	2131.100897
eco_gcs1_t05418	788.6643075	241.8684212	257.4688366	358.4193726	279.4093603	268.7237544	194.858776	273.2163405	288.8395494	258.8349824	247.0612146	250.4247267	232.136788	218.2087098	181.4121526
eco_gcs1_t07974	29.2161415	110.3288512	174.547753	36.84903844	41.57935576	37.59429957	129.5218598	184.7963054	19.36651565	35.85077142	28.25012712	162.1922717	37.52950031	51.32630008	42.65436247
eco_gcs1_t11854	336.0836171	193.3172579	296.4216814	229.6793451	357.4683433	243.0616566	186.0799891	375.5470417	364.7226223	170.7588319	395.9582777	361.1269724	182.0454129	276.3820081	229.577472
eco_gcs1_t10803	93.43054324	99.38198845	108.476003	44.10555997	89.35041635	38.69539593	64.36013487	110.8773405	24.70198873	50.62295031	101.1245418	103.4919599	52.5176861	59.82971595	59.94125791
eco_gcs1_t01524	450.0857383	227.471001	280.0766572	331.0096823	245.9288069	116.7231458	200.4765775	256.9386075	69.25120445	175.222776	261.8648805	234.7353461	185.2785311	190.6915547	157.2993446
eco_gcs1_t01437	10.73943217	3.731372398	4.569153549	26.0506998	19.97520425	23.48325114	32.75199807	5.478088472	69.69787409	24.03798938	6.662092609	7.577290184	15.38707014	4.657780094	5.127701392
eco_gcs1_t09421	26.53904917	74.68200522	150.2687059	22.83279213	43.27701928	23.12983779	57.71750743	116.0348237	19.13004718	36.53345833	94.18940859	105.8621038	26.67122869	70.92249044	74.27425747
eco_gcs1_t08736	819.7000058	1399.757931	195.8626858	582.0041354	775.6492712	619.4762728	2259.652595	246.1879042	878.1240389	1876.113049	112.8533358	915.0956952	12276.8129	3217.977778	4137.917792
eco_gcs1_t08392	1889.069476	1029.167708	444.2532266	2113.796446	1702.174411	2727.33177	1193.627652	323.1087637	2958.227267	1849.181042	427.6923323	911.3721726	4228.324739	2225.480498	3257.261476
eco_gcs1_t04570	40.66985573	149.1617316	186.2242333	289.5595621	1395.242937	1699.988427	193.9018609	30.76859404	405.1853252	128.5816183	199.8566568	75.3141679	232.9797031	572.6743908	221.5866082
eco_gcs1_t03920	201.6791871	122.2903153	33.58052416	294.4177189	202.2990124	201.9028046	216.573465	53.5448894	185.7522201	239.8419058	76.95427542	163.1205162	855.5312792	333.3755975	265.6392278
eco_gcs1_t07252	669.1360573	163.4498253	114.1132254	756.1835025	403.3251399	472.8621516	409.8834074	105.9658135	500.7812221	423.0622928	144.4452337	93.005651	298.1520127	161.9945984	187.7693039
eco_gcs1_t01259	74.80758387	103.0849215	133.4330862	165.0915238	82.81495218	54.08696414	38.52638276	154.4425345	24.42223434	206.9789146	294.6985201	154.5483483	85.56920378	58.34719662	65.63640268
eco_gcs1_t01371	112.887245	213.3340519	290.6563917	85.28816145	147.2256627	131.6333279	164.6202523	312.1497798	59.83629546	189.0065092	266.361959	286.4658576	179.2086562	202.2270823	186.0055345
eco_gcs1_t03782	18.25837049	24.74642069	36.15986376	17.77269159	30.24363396	14.29242486	67.59352903	51.98616494	25.40924039	25.23517331	37.04854607	80.26525843	21.72818828	24.15537275	35.42429967
eco_gcs1_t09766	457.2054784	380.2164222	314.9629419	645.3530512	624.9311536	794.3388844	656.5171967	412.4603698	803.9887151	796.946843	406.58539	407.2583271	910.7532265	609.7979275	714.7061098
eco_gcs1_t08066	46.16743029	44.05981427	52.079674	50.10123606	40.00111637	45.56676087	136.7182563	73.39818316	45.69860016	69.30624735	55.43107987	62.70663481	54.51520368	36.30860105	54.41818153
eco_gcs1_t01722	6350.135687	476.9398873	452.0757602	4653.664389	2802.923825	3065.15447	3657.872444	638.5128111	4887.085761	4207.20741	814.8570864	372.8241318	1547.396411	517.2255025	459.5884699
eco_gcs1_t06157	480.3791743	499.7168975	167.7873108	137.6861499	155.7325773	324.3815322	223.1365739	166.1622877	352.3939117	293.6777835	232.5239795	266.9309317	1373.828439	727.4161962	740.6298558
eco_gcs1_t00248	11578.65145	2441.543285	1190.284795	7454.128002	3559.980402	7147.997325	10512.67079	1733.193892	10828.39722	19409.39983	1929.844435	2262.280704	11771.55955	4310.676969	7131.434346
eco_gcs1_t07260	75.50484855	135.5409889	186.3144713	52.17465871	125.932277	138.3663865	136.3206866	237.2579086	95.59651754	58.12001369	141.7110888	221.1100815	56.18407813	129.937881	121.8010111
eco_gcs1_t11871	6706.769433	758.1751277	580.8846856	5815.288044	1333.926897	3499.607858	5053.524157	579.613725	1900.560526	8111.129345	733.7210125	399.3472478	3654.204708	730.6356265	1012.243948
eco_gcs1_t12467	301.9139874	234.7506455	231.6151938	266.3050563	263.4220199	354.9424851	144.1425091	220.127651	693.654283	346.6212415	511.0146724	223.4065555	214.2644088	340.297347	290.9387803
eco_gcs1_t07761	1574.399389	327.5710819	259.8962807	1726.061739	653.5433428	1521.852027	1338.448915	264.985881	1273.867283	1416.628595	265.6809296	346.6630463	1495.642347	773.2712953	1005.660946
eco_gcs1_t11429	213.8369038	375.3015975	438.743973	335.5265241	323.2337764	241.90932	293.315212	420.5209953	289.0830288	227.3903931	470.8169379	400.4192539	286.3178144	291.5751925	239.8275795
eco_gcs1_t04494	7636.514265	1647.331097	1035.142004	6168.955427	1094.740802	1835.379353	2106.544971	431.7124661	3318.098436	2330.448718	592.918447	256.9287794	320.8595806	153.5174784	162.6356455
eco_gcs1_t06776	748.8790467	740.5086363	665.0249156	1812.078454	2281.45843	2916.874883	1103.399603	650.688808	3773.937817	1269.873436	801.0606044	557.5014624	1268.681514	1275.137979	1249.937445
eco_gcs1_t10028	142.7512078	242.1991095	219.7123116	332.2537282	557.0648091	655.2489008	340.9927179	182.8844101	948.2682029	333.8417124	217.3166084	179.4464778	339.8864499	363.9374582	414.9713228
eco_gcs1_t10466	784.8093873	327.339317	359.3994549	1143.252215	770.8788514	607.4621934	560.9646599	283.5518028	1040.037133	710.6444023	267.437939	191.91937	354.8069219	241.3565662	201.3137344
eco_gcs1_t00712	548.1985576	158.3243571	187.3552467	40.3625913	78.61360699	39.01465507	35.67081766	201.1034117	57.42674186	53.72602712	145.2825742	204.0479087	28.19005369	83.35820131	87.37182302
eco_gcs1_t11168	11.70685898	4.936538608	4.100100576	10.88093905	5.177482931	10.65017617	7.217601918	3.300858505	19.02626927	10.40673601	3.772009509	4.919932138	11.64431678	4.26830182	5.887151794
eco_gcs1_t11687	69.63897967	66.13549335	101.4400027	69.32363242	40.45515542	29.05323433	120.1734795	126.7370527	28.14742967	62.05630088	63.76841544	267.5117579	1381.030545	595.5084472	731.9100185
eco_gcs1_t02310	70.71508831	123.8907366	167.0848498	57.93033647	51.14826779	71.93057642	67.98450345	148.8051509	28.94247579	39.91103462	127.314988	125.9270342	45.28518503	50.39361798	43.33618224
eco_gcs1_t11112	882.1480668	677.9756206	863.3180317	947.5180347	671.6969581	735.5832144	705.5535475	762.3065189	610.2706644	727.0425337	896.6242774	775.1694971	553.9451545	571.4975772	594.8285796
eco_gcs1_t00302	230.8629194	461.4074354	446.7431586	315.4884327	1029.296864	833.0341243	256.3863769	458.4986187	909.927337	301.0946836	284.3141503	388.8020995	295.2908945	541.525953	578.4850844
eco_gcs1_t07453	104.1592865	170.9861377	119.0146839	118.6902936	73.20421137	58.49974981	116.8541836	116.6759667	50.69016929	68.77554931	138.9766887	102.2342947	311.0548398	144.7296549	164.0112446
eco_gcs1_t00009	857.0867596	1496.755702	238.7215306	691.567442	702.6982054	2320.918877	888.9892456	267.8307554	2417.531715	1329.400208	289.7549778	514.6580159	2230.532572	1609.644299	3751.062956
eco_gcs1_t12185	147.4233771	343.9501047	427.7154096	144.5222302	268.6809151	228.7259071	238.8352675	468.7533944	215.0498954	122.1891553	391.4385433	408.3740827	227.9672093	340.6154892	314.6490776
eco_gcs1_t07251	218.2837103	82.7296118	75.44189178	223.7517384	158.6718689	164.3312363	215.6753557	71.34879096	216.6730425	155.5774275	61.73159651	58.59516283	131.166026	52.38780992	39.53553413
eco_gcs1_t01505	39.32010195	114.0265136	189.1631004	48.95808284	110.9605449	74.86329744	78.92649626	222.9200615	54.39379561	41.45943499	189.9968992	217.936136	22.22317655	126.9920057	116.3784958
eco_gcs1_t07572	152.861249	127.2199246	109.9348867	97.91526358	104.7943158	82.31858153	101.8888138	157.0074346	87.4679409	115.772482	133.1930704	117.6321115	103.6832725	106.7912011	77.4844984
eco_gcs1_t10025	91.55089849	196.8825618	269.855477	65.39174633	97.07186576	44.31855319	141.4566676	263.5487639	45.58953006	71.9576683	216.0918071	218.3583725	64.65670415	103.994211	107.3855514
eco_gcs1_t07817	17.62517747	68.67479489	128.854582	25.34712672	60.40292787	36.19038409	35.44700941	167.7682721	22.71682229	39.82649696	127.2011687	146.3632404	37.29240025	69.76810793	68.49024116
eco_gcs1_t03849	892.0780733	193.4378739	227.1978444	593.5297657	368.9436025	412.6626658	311.3207652	280.0289588	337.6416176	506.5385145	498.5548961	316.3828011	403.3297556	319.3560095	333.7601281
eco_gcs1_t03195	482.2718322	589.0750516	85.63777765	63.48658335	75.97755637	198.7507275	73.24149018	98.13443409	450.0659055	239.9777075	297.5961135	371.3144916	1007.878403	1289.116606	1322.247226
eco_gcs1_t07279	80.02064077	98.16331646	113.3147299	103.7865491	49.77894444	34.57952624	118.7353971	146.6735663	28.60106716	77.59603069	119.6659376	129.4143389	70.79852944	66.74403157	54.17314487
eco_gcs1_t06583	1226.685997	404.0395514	339.0249339	197.8176224	290.7729471	213.9511168	160.4149005	477.0681981	240.5129024	148.0517028	421.6403586	435.3524382	239.0595305	354.9703993	253.5954188
eco_gcs1_t05934	105.1184951	144.2515095	111.664806	95.58901044	96.25349962	78.34671498	145.2380491	163.0902298	52.40578104	91.39605333	129.8580199	90.69547892	139.2023743	130.7237415	85.12982124
eco_gcs1_t02817	15496.6608	884.336393	811.3589524	6120.42506	2481.985547	2613.959041	3602.107216	618.0989586	4777.978161	3843.147336	1246.304913	387.1809514	1683.640905	904.6907751	636.2992708
eco_gcs1_t03297	6900.365883	1191.788755	616.3048099	6542.9093	2429.447122	3476.886499	2616.048449	332.2418348	4521.497175	2577.463468	1054.348328	335.7199827	2604.892988	1437.152092	1149.400676
eco_gcs1_t09101	3816.104214	975.624754	851.288374	4749.100174	3382.01024	3958.840184	1609.117214	671.1456667	3968.750742	2498.419697	903.089882	720.612393	2827.881795	1713.052348	1663.187598
eco_gcs1_t12101	136.2491921	390.8180793	739.9531837	106.6168298	402.0201757	233.341768	329.7981065	612.5931522	54.50004262	106.2040512	682.1322782	629.5075029	87.75845582	447.4852273	361.0103789
eco_gcs1_t07005	44616.93926	9757.665191	2090.90856	35063.11574	10904.22208	17358.22607	48527.4249	2495.595162	18977.16268	51482.64055	2452.943316	11032.29993	117616.7992	29638.93152	51675.17493
eco_gcs1_t09975	74.50143432	168.3179284	203.9279937	92.09038194	88.85761977	103.1280019	160.6369773	184.5434347	119.745999	120.2252393	118.0198755	139.933543	186.7958368	128.0487779	156.9078865
eco_gcs1_t10461	805.1598403	347.7179944	244.9292675	515.734061	209.6200384	642.1996173	1297.471286	303.1575631	1076.965716	2077.208775	335.1332711	348.5967719	1956.479309	578.2028564	507.6791958
eco_gcs1_t03525	544.0786849	289.8781646	280.617867	888.5604778	294.7045621	355.0001389	600.3291348	352.9892724	372.4943965	945.1512946	247.3376267	337.5139065	537.0744901	350.4157909	358.9882275
eco_gcs1_t08123	91.18512792	259.5281331	283.8582269	52.17416507	261.2440308	162.3651611	19.50699188	329.4305445	215.252134	58.29715483	352.442739	313.887401	27.57137718	192.4162035	171.785228
eco_gcs1_t06964	6041.302487	860.5171798	565.7155893	15918.73056	1968.329095	1799.568597	5937.783898	384.6553825	1560.787001	3234.279535	186.3376123	136.7402757	1542.108479	451.0854325	753.0965091
eco_gcs1_t01575	155.6440839	300.7189308	301.7733889	180.3578977	239.6583167	316.8275433	179.7991935	343.8971325	424.8549047	237.4378791	287.5255503	336.7807795	427.5612478	471.8484793	375.530198
eco_gcs1_t10763	149.8660509	155.2009144	207.3598286	67.19974867	86.75437239	44.13626657	102.1803776	210.151034	48.57634144	61.63483776	164.9946903	225.7830445	73.5010853	100.9456384	94.95361593
eco_gcs1_t07759	714.1385011	326.5446653	355.3730992	1126.463456	754.9192683	902.0901342	1021.059343	395.8533736	1298.553599	1201.178113	742.267751	463.5528581	1272.685281	811.3375788	832.8346747
eco_gcs1_t04549	25.08956459	7.722822852	6.827133417	29.61680912	16.69853681	21.42670023	25.40912537	10.00599091	26.64156402	50.81319301	11.35449851	9.137694713	23.91913043	8.904335582	25.4656455
eco_gcs1_t10611	125.9822395	257.3662662	261.0057482	222.4164741	221.1116279	515.512952	296.7645429	209.3999143	663.4216593	200.7088196	195.7363269	235.9542386	193.5114896	259.8810474	201.0381589
eco_gcs1_t06892	167.0217471	258.238759	300.4370675	122.3881648	215.8683851	242.060414	146.9756067	339.1148479	257.487645	111.5487474	294.3667704	285.7193438	179.1433592	282.2930832	290.3215314
eco_gcs1_t05438	37.7379433	69.75325039	49.32630386	43.74669934	21.19456222	21.02295377	18.55417595	79.83679739	27.22001911	72.07101019	55.64446863	72.94461074	65.16811077	36.66422345	50.62570817
eco_gcs1_t12153	146.167236	244.7970731	283.7548784	96.94692277	178.9921026	69.12721067	226.5130824	403.620596	28.26746727	123.4978225	338.9810147	308.7197687	81.4874805	212.1417256	153.2362066
eco_gcs1_t08968	78.12142367	246.2843727	292.5104808	59.92042825	183.0155476	104.0204509	102.7340966	280.1889311	30.38881107	79.17696326	276.8697729	252.2577777	73.81724093	181.8155986	149.5386217
eco_gcs1_t06981	341.8896012	182.0257094	179.149433	182.0203806	325.3073882	887.7056481	455.874839	191.6125425	680.4510821	409.9074651	183.2037058	144.2618645	302.894342	145.4937098	192.3906591
eco_gcs1_t11673	7272.759376	765.8354659	503.7681763	3164.101231	984.5168007	749.5902415	798.7637598	396.8231956	475.717968	583.3118841	693.096508	374.2218191	2884.252279	1017.122519	421.235931
eco_gcs1_t04625	443.6311381	354.5966103	145.1191336	1159.26308	852.6837488	382.8515543	521.7917679	78.69099083	161.4602778	285.4455662	67.29236146	111.4749986	900.2080131	615.0846719	364.5119442
eco_gcs1_t02478	653.2274402	164.3472013	168.9676522	737.2125156	258.0007087	563.3879557	679.8523127	180.7563128	471.109562	741.29687	137.5345764	190.5684148	688.0903452	203.8341376	207.5177193
eco_gcs1_t00904	2231.89465	491.0936809	615.9386061	2464.486755	1127.63077	2236.438871	1780.099063	538.3785002	1869.610521	2512.096211	800.2511632	456.3445129	959.6152953	450.7385305	764.7500254
eco_gcs1_t01459	361.2456546	412.5114871	476.406219	813.6608625	2100.840676	2157.85503	462.8278039	454.1492326	1340.843369	309.3452761	482.1666749	407.4494973	108.5655272	231.0509397	230.087834
eco_gcs1_t11715	54.61410222	49.33972063	92.97935726	51.31676163	39.14181319	38.38252959	104.9103311	138.0662688	19.19738219	63.16897724	175.6680074	147.1970513	52.82757844	68.66579639	57.74470142
eco_gcs1_t09241	25.63210834	192.8743246	324.8677772	28.33092305	92.91221313	57.80902254	55.07807966	270.5814265	41.65697926	25.62744651	239.1521321	274.7046319	26.80928167	123.3285938	130.861825
eco_gcs1_t09243	35.83876128	72.35719532	156.60567	46.88188758	36.75212263	22.69760265	118.8963643	141.5431111	66.59442817	68.30825294	76.69280028	161.0252925	42.33264655	43.09861147	50.42242838
eco_gcs1_t11091	73.46672415	259.3640265	298.7350532	55.13691637	135.8326259	89.42247177	60.05108195	329.7639771	33.779046	46.19993711	250.0490567	271.2843577	38.44943718	164.581673	143.8942074
eco_gcs1_t08292	37.98122086	137.7333231	197.1949016	41.10137007	95.16358096	35.67411356	89.24623877	192.1209727	18.88417196	41.69084645	170.2677759	177.0856076	38.55708019	116.4842387	93.02014067
eco_gcs1_t05594	34.33886002	129.3191574	142.8397073	37.42656867	69.57028821	51.56056523	65.17534406	148.726464	27.46832105	42.1695958	157.4060616	125.7754752	32.26746405	90.10245383	58.00343597
eco_gcs1_t07140	10.1195073	95.11904961	130.1976731	11.98511203	55.70722397	30.27633235	7.577662642	117.4209141	19.30608673	9.753317474	140.9505597	128.8823325	9.555079368	86.13616696	56.79263927
eco_gcs1_t06356	25.94698822	63.67991492	124.4871431	20.50630594	29.44928673	19.18149411	37.56349015	160.0137712	23.73580697	17.15221065	98.00627889	138.6618047	21.21653068	33.16981444	34.82769585
eco_gcs1_t09847	1291.835402	1288.842021	329.6894577	2080.573282	2068.188506	2265.035251	2530.106456	643.3946994	2925.228463	4152.049464	715.7068525	681.2031886	5845.679947	3133.413522	2518.785628
eco_gcs1_t12209	915.1988246	294.1678609	270.4983731	1131.105237	842.3716357	881.0731356	677.0900773	326.2741121	1105.840343	774.6693227	251.4089937	286.9621917	809.6841812	491.2721705	453.2235331
eco_gcs1_t10820	580.4665424	261.3086577	234.7221213	589.9353637	453.063981	842.8135621	593.9296972	251.1315588	1125.797202	769.7211337	288.0583824	250.0082472	854.398879	376.4876409	352.4646656
eco_gcs1_t06565	103.2070105	171.5177936	215.1763022	125.5293892	173.7409312	122.4603246	132.6617713	286.5335156	58.84206627	106.5703762	263.5971529	248.2640982	148.0894036	185.0871817	181.3139356
eco_gcs1_t05143	75.28651745	78.45725714	27.10243751	69.0498733	48.66653568	103.9848145	28.53351216	4.828889213	135.8051551	82.89520055	70.4597811	55.7368515	442.5425203	328.4187615	178.4440156
eco_gcs1_t08526	184.6291568	195.3921127	257.0854421	102.5413335	147.9007867	72.5708371	154.5288687	260.3582816	47.90945999	96.83532597	442.7851173	218.8623372	90.54588633	156.5663115	132.7995156
eco_gcs1_t07091	27.57249573	67.18063701	94.00425495	29.77715223	47.03714574	38.95767537	37.71342923	62.85194453	35.19025128	24.82603767	74.17407115	81.28325891	19.75008976	48.79089005	49.07961117
eco_gcs1_t08747	87.61936433	141.3208994	200.4172078	80.90408496	121.1666353	60.03954367	30.77800526	227.3733746	20.45100128	83.34127314	166.4292012	112.3623612	46.81958846	102.7732325	82.62557897
eco_gcs1_t10432	47.31860052	145.9995802	65.44043516	106.2327371	294.2464478	310.9404345	95.19455047	53.42724769	460.6414606	87.46713847	92.9281151	73.80486851	208.0234943	321.2946428	369.7399232
eco_gcs1_t12274	605.6954263	895.7573323	882.4848531	453.2955245	1349.255171	764.7775861	493.3798987	1068.434542	866.3534308	295.0208517	876.7118985	963.8177038	395.5266699	1163.12755	838.4188338
eco_gcs1_t06111	266.4051787	169.5867335	125.0047139	364.1067214	241.2392099	234.2560713	386.8106728	155.1629037	312.3463736	545.4741359	114.8115066	151.9970155	507.5908494	196.9851369	174.0686196
eco_gcs1_t08555	1600.207841	634.8302849	188.672201	857.3146135	742.1647292	846.0340353	867.0084538	335.4421717	1296.629683	1180.632114	369.9472945	285.9453122	1262.453814	699.2736173	859.4535957
eco_gcs1_t01091	9361.122189	607.8427024	777.8414169	5274.056916	1005.120729	2600.648864	1772.50233	286.1310139	1722.523535	2521.283367	493.3135856	301.1796362	1405.087831	298.8524798	566.4798799
eco_gcs1_t11492	59.16632168	1.770217556	883.0853934	97.31646456	4.363612501	3132.575591	9.100883489	1.242960913	2154.288777	20.59872352	1.551031357	618.7857668	31.55017755	3.132466721	1579.375023
eco_gcs1_t05614	989.4411278	224.424239	186.7035358	2054.338219	287.4639917	552.5894238	1337.756202	205.3930444	854.4053728	1398.446283	181.2104182	177.4477298	1225.403814	355.0896875	271.8534864
eco_gcs1_t08623	2673.808217	1899.878288	884.9580513	5576.9178	2158.843789	5388.066356	3300.786252	671.0236866	3295.738717	4299.00216	737.1719869	5626.107004	29778.58796	10498.39773	19479.36231
eco_gcs1_t01244	10.50970652	71.43098237	106.5874202	9.679170355	17.95206228	15.32795174	73.51217689	128.0238053	18.93483784	20.29703917	27.48787658	100.96681	18.95121414	23.67181098	21.24047605
eco_gcs1_t02926	255.8844682	80.52861299	108.4541659	185.3310436	65.61490219	74.37860732	132.9268967	96.00686159	115.632693	297.8412637	31.3936377	653.8421092	7661.598923	1803.502879	2664.4856
eco_gcs1_t00668	30.37201996	65.7507254	111.0305189	26.90384319	53.33926605	34.19844607	97.12008941	62.3014903	23.4339026	40.41363409	96.45757423	55.11640535	37.77252517	96.74083228	93.15186472
eco_gcs1_t00606	6.22630066	1.665851829	206.146663	5.969671508	2.958143462	249.5591663	4.741191251	1.208884823	421.9976487	4.90569178	1.474974409	166.2361761	6.601489959	2.435065672	108.5796885
eco_gcs1_t06476	27712.75664	5067.387061	2529.169926	7221.26103	2307.097479	6407.0985	1144.446159	749.301008	2683.095058	565.7266349	529.0083272	602.0938596	229.0511486	453.0850653	444.8628185
eco_gcs1_t05547	73.09251183	223.2533817	284.6381701	56.19482596	136.9626271	61.81271769	168.7962349	333.4854261	29.54003339	42.1430663	237.5243444	277.9051181	44.64065625	173.3268112	168.0151664
eco_gcs1_t05061	739.5584149	206.6658094	223.9758086	1384.10057	907.2701317	1111.124634	702.638605	166.5918146	732.5270843	573.5759782	184.1857674	160.4447435	534.0367912	310.1994972	337.5512859
eco_gcs1_t06533	3457.347865	1197.13265	839.7571628	7350.170287	4641.253957	1990.516946	2483.177391	385.9071606	1416.78888	1434.682824	363.4871123	596.9053044	1925.725335	1885.787728	1848.814865
eco_gcs1_t08287	301.4620416	202.1558192	265.5836367	359.7546532	271.6915887	267.1480415	335.2449809	282.387514	272.364295	308.1641145	367.5272597	258.172186	184.8059061	225.7114492	211.0170314
eco_gcs1_t02920	772.3276454	139.7568279	54.13793582	1027.341822	383.7115087	873.4414658	698.7627492	30.62992546	1139.254235	1091.91164	182.0676057	25.76606691	683.8116102	220.0092812	145.3909785
eco_gcs1_t01570	165.7174184	643.445949	584.2612768	311.8452711	627.2920483	584.6187365	275.1482216	613.3550283	555.0166412	313.6360186	549.7939348	703.3821783	806.3059905	1064.679595	794.3807593
eco_gcs1_t12067	113.3706913	451.7305592	610.7836579	138.8230261	266.9088328	154.5439829	173.5403048	542.611163	44.97312653	155.0780089	657.535757	486.2519529	113.1901646	356.1136078	325.4514267
eco_gcs1_t06068	38.53501249	125.9736448	189.7443469	35.7846082	64.61087873	32.2447295	87.0055987	225.5385073	19.19217102	28.56070284	113.1653504	211.6544312	28.01401719	75.74086939	56.73120351
eco_gcs1_t01100	128.2855339	5.118280755	3.663313337	94.25951937	14.76922959	36.78397928	46.7009962	4.181019326	46.19777927	79.68793361	5.845770153	3.426515306	114.5696007	16.09841657	11.23769074
